Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2021); ; 
Code;Libellé;Taux de pauvreté (seuil à 60% du revenu médian) 2018
36213;Sauzelles;N/A
36214;Sazeray;N/A
36215;Ségry;N/A
36216;Selles-sur-Nahon;N/A
36217;Sembleçay;N/A
36218;Sougé;N/A
36219;Tendu;N/A
36220;Thenay;N/A
36221;Thevet-Saint-Julien;N/A
36222;Thizay;N/A
36223;Tilly;N/A
36224;Tournon-Saint-Martin;N/A
36225;Le Tranger;N/A
36226;Tranzault;N/A
36227;Urciers;N/A
36228;Valençay;13
36229;Val-Fouzon;N/A
36230;Vatan;N/A
36231;Velles;N/A
36232;Vendœuvres;N/A
36233;La Vernelle;N/A
36234;Verneuil-sur-Igneraie;N/A
36235;Veuil;N/A
36236;Vicq-Exemplet;N/A
36237;Vicq-sur-Nahon;N/A
36238;Vigoulant;N/A
36239;Vigoux;N/A
36240;Vijon;N/A
36241;Villedieu-sur-Indre;11
36242;Villegongis;N/A
36243;Villegouin;N/A
36244;Villentrois-Faverolles-en-Berry;N/A
36246;Villiers;N/A
36247;Vineuil;N/A
36248;Vouillon;N/A
37001;Abilly;N/A
37002;Ambillou;N/A
37003;Amboise;15
37004;Anché;N/A
37005;Antogny-le-Tillac;N/A
37006;Artannes-sur-Indre;N/A
37007;Assay;N/A
37008;Athée-sur-Cher;N/A
37009;Autrèche;N/A
37010;Auzouer-en-Touraine;N/A
37011;Avoine;N/A
37012;Avon-les-Roches;N/A
37013;Avrillé-les-Ponceaux;N/A
37014;Azay-le-Rideau;9
37015;Azay-sur-Cher;N/A
37016;Azay-sur-Indre;N/A
37018;Ballan-Miré;7
37019;Barrou;N/A
37020;Beaulieu-lès-Loches;N/A
37021;Beaumont-Louestault;N/A
37022;Beaumont-en-Véron;N/A
37023;Beaumont-Village;N/A
37024;Benais;N/A
37025;Berthenay;N/A
37026;Betz-le-Château;N/A
37027;Bléré;10
37028;Bossay-sur-Claise;N/A
37029;Bossée;N/A
37030;Le Boulay;N/A
37031;Bourgueil;13
37032;Bournan;N/A
37033;Boussay;N/A
37034;Braslou;N/A
37035;Braye-sous-Faye;N/A
37036;Braye-sur-Maulne;N/A
37037;Brèches;N/A
37038;Bréhémont;N/A
37039;Bridoré;N/A
37040;Brizay;N/A
37041;Bueil-en-Touraine;N/A
37042;Candes-Saint-Martin;N/A
37043;Cangey;N/A
37044;La Celle-Guenand;N/A
37045;La Celle-Saint-Avant;N/A
37046;Céré-la-Ronde;N/A
37047;Cerelles;N/A
37048;Chambon;N/A
37049;Chambourg-sur-Indre;N/A
37050;Chambray-lès-Tours;11
37051;Champigny-sur-Veude;N/A
37052;Chançay;N/A
37053;Chanceaux-près-Loches;N/A
37054;Chanceaux-sur-Choisille;N/A
37055;Channay-sur-Lathan;N/A
37056;La Chapelle-aux-Naux;N/A
37057;La Chapelle-Blanche-Saint-Martin;N/A
37058;La Chapelle-sur-Loire;N/A
37059;Charentilly;N/A
37060;Chargé;N/A
37061;Charnizay;N/A
37062;Château-la-Vallière;N/A
37063;Château-Renault;20
37064;Chaumussay;N/A
37065;Chaveignes;N/A
37066;Chédigny;N/A
37067;Cheillé;N/A
37068;Chemillé-sur-Dême;N/A
37069;Chemillé-sur-Indrois;N/A
37070;Chenonceaux;N/A
37071;Chezelles;N/A
37072;Chinon;16
37073;Chisseaux;N/A
37074;Chouzé-sur-Loire;17
37075;Cigogné;N/A
37076;Cinais;N/A
37077;Cinq-Mars-la-Pile;10
37078;Ciran;N/A
37079;Civray-de-Touraine;N/A
37080;Civray-sur-Esves;N/A
37081;Cléré-les-Pins;N/A
37082;Continvoir;N/A
37083;Cormery;N/A
37084;Couesmes;N/A
37085;Courçay;N/A
37086;Courcelles-de-Touraine;N/A
37087;Courcoué;N/A
37088;Couziers;N/A
37089;Cravant-les-Côteaux;N/A
37090;Crissay-sur-Manse;N/A
37091;La Croix-en-Touraine;N/A
37092;Crotelles;N/A
37093;Crouzilles;N/A
37094;Cussay;N/A
37095;Dame-Marie-les-Bois;N/A
37096;Dierre;N/A
37097;Dolus-le-Sec;N/A
37098;Draché;N/A
37099;Druye;N/A
37100;Épeigné-les-Bois;N/A
37101;Épeigné-sur-Dême;N/A
37103;Esves-le-Moutier;N/A
37104;Esvres;6
37105;Faye-la-Vineuse;N/A
37106;La Ferrière;N/A
37107;Ferrière-Larçon;N/A
37108;Ferrière-sur-Beaulieu;N/A
37109;Fondettes;5
37110;Francueil;N/A
37111;Genillé;N/A
37112;Gizeux;N/A
37113;Le Grand-Pressigny;N/A
37114;La Guerche;N/A
37115;Descartes;19
37116;Les Hermites;N/A
37117;Hommes;N/A
37118;Huismes;N/A
37119;L'Île-Bouchard;N/A
37121;Jaulnay;N/A
37122;Joué-lès-Tours;19
37123;Langeais;11
37124;Larçay;N/A
37125;Lémeré;N/A
37126;Lerné;N/A
37127;Le Liège;N/A
37128;Lignières-de-Touraine;N/A
37129;Ligré;N/A
37130;Ligueil;N/A
37131;Limeray;N/A
37132;Loches;18
37133;Loché-sur-Indrois;N/A
37134;Louans;N/A
37136;Le Louroux;N/A
37137;Lublé;N/A
37138;Lussault-sur-Loire;N/A
37139;Luynes;6
37140;Luzé;N/A
37141;Luzillé;N/A
37142;Maillé;N/A
37143;Manthelan;N/A
37144;Marçay;N/A
37145;Marcé-sur-Esves;N/A
37146;Marcilly-sur-Maulne;N/A
37147;Marcilly-sur-Vienne;N/A
37148;Marigny-Marmande;N/A
37149;Marray;N/A
37150;Mazières-de-Touraine;N/A
37151;La Membrolle-sur-Choisille;N/A
37152;Mettray;N/A
37153;Monnaie;5
37154;Montbazon;5
37155;Monthodon;N/A
37156;Montlouis-sur-Loire;8
37157;Montrésor;N/A
37158;Montreuil-en-Touraine;N/A
37159;Monts;5
37160;Morand;N/A
37161;Mosnes;N/A
37162;Mouzay;N/A
37163;Nazelles-Négron;10
37165;Neuil;N/A
37166;Neuillé-le-Lierre;N/A
37167;Neuillé-Pont-Pierre;11
37168;Neuilly-le-Brignon;N/A
37169;Neuville-sur-Brenne;N/A
37170;Neuvy-le-Roi;N/A
37171;Noizay;N/A
37172;Notre-Dame-d'Oé;N/A
37173;Nouans-les-Fontaines;N/A
37174;Nouâtre;N/A
37175;Nouzilly;N/A
37176;Noyant-de-Touraine;N/A
37177;Orbigny;N/A
37178;Panzoult;N/A
37179;Parçay-Meslay;N/A
37180;Parçay-sur-Vienne;N/A
37181;Paulmy;N/A
37182;Pernay;N/A
37183;Perrusson;N/A
37184;Le Petit-Pressigny;N/A
37185;Pocé-sur-Cisse;N/A
37186;Pont-de-Ruan;N/A
37187;Ports-sur-Vienne;N/A
37188;Pouzay;N/A
37189;Preuilly-sur-Claise;N/A
37190;Pussigny;N/A
37191;Razines;N/A
37192;Reignac-sur-Indre;N/A
37193;Restigné;N/A
37194;Reugny;N/A
37195;La Riche;19
37196;Richelieu;N/A
37197;Rigny-Ussé;N/A
37198;Rillé;N/A
37199;Rilly-sur-Vienne;N/A
37200;Rivarennes;N/A
37201;Rivière;N/A
37202;La Roche-Clermault;N/A
37203;Rochecorbon;7
37204;Rouziers-de-Touraine;N/A
37205;Saché;N/A
37206;Saint-Antoine-du-Rocher;N/A
37207;Saint-Aubin-le-Dépeint;N/A
37208;Saint-Avertin;7
37210;Saint-Benoît-la-Forêt;N/A
37211;Saint-Branchs;N/A
37212;Sainte-Catherine-de-Fierbois;N/A
37213;Saint-Christophe-sur-le-Nais;N/A
37214;Saint-Cyr-sur-Loire;8
37216;Saint-Épain;N/A
37217;Saint-Étienne-de-Chigny;N/A
37218;Saint-Flovier;N/A
37219;Saint-Genouph;N/A
37220;Saint-Germain-sur-Vienne;N/A
37221;Saint-Hippolyte;N/A
37222;Saint-Jean-Saint-Germain;N/A
37223;Saint-Laurent-de-Lin;N/A
37224;Saint-Laurent-en-Gâtines;N/A
37225;Saint-Martin-le-Beau;8
37226;Sainte-Maure-de-Touraine;12
37228;Saint-Nicolas-de-Bourgueil;N/A
37229;Saint-Nicolas-des-Motets;N/A
37230;Saint-Ouen-les-Vignes;N/A
37231;Saint-Paterne-Racan;N/A
37232;Coteaux-sur-Loire;N/A
37233;Saint-Pierre-des-Corps;23
37234;Saint-Quentin-sur-Indrois;N/A
37236;Saint-Règle;N/A
37237;Saint-Roch;N/A
37238;Saint-Senoch;N/A
37240;Saunay;N/A
37241;Savigné-sur-Lathan;N/A
37242;Savigny-en-Véron;N/A
37243;Savonnières;N/A
37244;Sazilly;N/A
37245;Semblançay;N/A
37246;Sennevières;N/A
37247;Sepmes;N/A
37248;Seuilly;N/A
37249;Sonzay;N/A
37250;Sorigny;N/A
37251;Souvigné;N/A
37252;Souvigny-de-Touraine;N/A
37253;Sublaines;N/A
37254;Tauxigny-Saint-Bauld;N/A
37255;Tavant;N/A
37256;Theneuil;N/A
37257;Thilouze;N/A
37258;Thizay;N/A
37259;Tournon-Saint-Pierre;N/A
37260;La Tour-Saint-Gelin;N/A
37261;Tours;21
37262;Trogues;N/A
37263;Truyes;N/A
37264;Vallères;N/A
37265;Varennes;N/A
37266;Veigné;5
37267;Véretz;N/A
37268;Verneuil-le-Château;N/A
37269;Verneuil-sur-Indre;N/A
37270;Vernou-sur-Brenne;8
37271;Villaines-les-Rochers;N/A
37272;Villandry;N/A
37273;La Ville-aux-Dames;9
37274;Villebourg;N/A
37275;Villedômain;N/A
37276;Villedômer;N/A
37277;Villeloin-Coulangé;N/A
37278;Villeperdue;N/A
37279;Villiers-au-Bouin;N/A
37280;Vou;N/A
37281;Vouvray;7
37282;Yzeures-sur-Creuse;N/A
38001;Les Abrets en Dauphiné;12
38002;Les Adrets;N/A
38003;Agnin;N/A
38004;L'Albenc;N/A
38005;Allemond;N/A
38006;Allevard;8
38008;Ambel;N/A
38009;Anjou;N/A
38010;Annoisin-Chatelans;N/A
38011;Anthon;N/A
38012;Aoste;11
38013;Apprieu;N/A
38015;Artas;N/A
38017;Assieu;N/A
38018;Auberives-en-Royans;N/A
38019;Auberives-sur-Varèze;N/A
38020;Auris;N/A
38022;Les Avenières Veyrins-Thuellin;10
38023;Avignonet;N/A
38026;La Balme-les-Grottes;N/A
38027;Barraux;N/A
38029;La Bâtie-Montgascon;N/A
38030;Beaucroissant;N/A
38031;Beaufin;N/A
38032;Beaufort;N/A
38033;Beaulieu;N/A
38034;Beaurepaire;18
38035;Beauvoir-de-Marc;N/A
38036;Beauvoir-en-Royans;N/A
38037;Bellegarde-Poussieu;N/A
38038;Belmont;N/A
38039;Bernin;N/A
38040;Besse;N/A
38041;Bessins;N/A
38042;Bévenais;N/A
38043;Bilieu;N/A
38044;Biol;N/A
38045;Biviers;N/A
38046;Bizonnes;N/A
38047;Blandin;N/A
38048;Bonnefamille;N/A
38049;Bossieu;N/A
38050;Le Bouchage;N/A
38051;Bougé-Chambalud;N/A
38052;Le Bourg-d'Oisans;8
38053;Bourgoin-Jallieu;19
38054;Bouvesse-Quirieu;N/A
38055;Brangues;N/A
38056;Bressieux;N/A
38057;Bresson;N/A
38058;Brézins;10
38059;Brié-et-Angonnes;N/A
38060;Brion;N/A
38061;La Buisse;N/A
38062;La Buissière;N/A
38063;Burcin;N/A
38064;Cessieu;N/A
38065;Châbons;N/A
38066;Chalon;N/A
38067;Chamagnieu;N/A
38068;Champagnier;N/A
38069;Champier;N/A
38070;Le Champ-près-Froges;N/A
38071;Champ-sur-Drac;N/A
38072;Chanas;10
38073;Chantepérier;N/A
38074;Chantesse;N/A
38075;Chapareillan;7
38076;La Chapelle-de-la-Tour;N/A
38077;La Chapelle-de-Surieu;N/A
38078;La Chapelle-du-Bard;N/A
38080;Charancieu;N/A
38081;Charantonnay;N/A
38082;Charavines;N/A
38083;Charette;N/A
38084;Charnècles;N/A
38085;Charvieu-Chavagneux;10
38086;Chasselay;N/A
38087;Chasse-sur-Rhône;14
38089;Chassignieu;N/A
38090;Château-Bernard;N/A
38091;Châteauvilain;N/A
38092;Châtelus;N/A
38093;Châtenay;N/A
38094;Châtonnay;N/A
38095;Chatte;8
38097;Chavanoz;13
38098;Chélieu;N/A
38099;Chevrières;N/A
38100;Le Cheylas;N/A
38101;Cheyssieu;N/A
38102;Chèzeneuve;N/A
38103;Chichilianne;N/A
38104;Chimilin;N/A
38105;Chirens;N/A
38106;Cholonge;N/A
38107;Chonas-l'Amballan;N/A
38108;Choranche;N/A
38109;Chozeau;N/A
38110;Chuzelles;N/A
38111;Claix;5
38112;Clavans-en-Haut-Oisans;N/A
38113;Clelles;N/A
38114;Clonas-sur-Varèze;N/A
38115;Saint-Martin-de-la-Cluze;N/A
38116;Cognet;N/A
38117;Cognin-les-Gorges;N/A
38118;Colombe;N/A
38120;La Combe-de-Lancey;N/A
38124;Corbelin;N/A
38126;Corenc;N/A
38127;Cornillon-en-Trièves;N/A
38128;Corps;N/A
38129;Corrençon-en-Vercors;N/A
38130;La Côte-Saint-André;17
38131;Les Côtes-d'Arey;N/A
38132;Les Côtes-de-Corps;N/A
38133;Coublevie;5
38134;Cour-et-Buis;N/A
38135;Courtenay;N/A
38136;Crachier;N/A
38137;Cras;N/A
38138;Crémieu;10
38139;Creys-Mépieu;N/A
38140;Crolles;6
38141;Culin;N/A
38144;Diémoz;N/A
38146;Dizimieu;N/A
38147;Doissin;N/A
38148;Dolomieu;N/A
38149;Domarin;N/A
38150;Domène;8
38151;Échirolles;22
38152;Eclose-Badinières;N/A
38153;Engins;N/A
38154;Entraigues;N/A
38155;Entre-deux-Guiers;N/A
38156;Les Éparres;N/A
38157;Estrablin;7
38158;Eybens;11
38159;Eydoche;N/A
38160;Eyzin-Pinet;N/A
38161;Faramans;N/A
38162;Faverges-de-la-Tour;N/A
38163;Le Haut-Bréda;N/A
38166;La Flachère;N/A
38167;Flachères;N/A
38169;Fontaine;18
38170;Fontanil-Cornillon;N/A
38171;La Forteresse;N/A
38172;Four;N/A
38173;Le Freney-d'Oisans;N/A
38174;La Frette;N/A
38175;Froges;7
38176;Frontonas;N/A
38177;La Garde;N/A
38179;Gières;9
38180;Gillonnay;N/A
38181;Goncelin;N/A
38182;Le Grand-Lemps;9
38183;Granieu;N/A
38184;Grenay;N/A
38185;Grenoble;20
38186;Gresse-en-Vercors;N/A
38187;Le Gua;N/A
38188;Herbeys;N/A
38189;Heyrieux;6
38190;Hières-sur-Amby;N/A
38191;Huez;N/A
38192;Hurtières;N/A
38193;L'Isle-d'Abeau;17
38194;Izeaux;N/A
38195;Izeron;N/A
38197;Janneyrias;N/A
38198;Jarcieu;N/A
38199;Jardin;N/A
38200;Jarrie;5
38203;Laffrey;N/A
38204;Lalley;N/A
38205;Lans-en-Vercors;N/A
38206;Laval-en-Belledonne;N/A
38207;Lavaldens;N/A
38208;Lavars;N/A
38209;Lentiol;N/A
38210;Leyrieu;N/A
38211;Lieudieu;N/A
38212;Livet-et-Gavet;N/A
38213;Longechenal;N/A
38214;Lumbin;N/A
38215;Luzinay;N/A
38216;Malleval-en-Vercors;N/A
38217;Marcieu;N/A
38218;Marcilloles;N/A
38219;Marcollin;N/A
38221;Marnans;N/A
38222;Massieu;N/A
38223;Maubec;N/A
38224;Mayres-Savel;N/A
38225;Autrans-Méaudre en Vercors;8
38226;Mens;N/A
38228;Merlas;N/A
38229;Meylan;6
38230;Meyrié;N/A
38231;Meyrieu-les-Étangs;N/A
38232;Meyssiez;N/A
38235;Miribel-Lanchâtre;N/A
38236;Miribel-les-Échelles;N/A
38237;Mizoën;N/A
38238;Moidieu-Détourbe;N/A
38239;Moirans;11
38240;Moissieu-sur-Dolon;N/A
38241;Monestier-d'Ambel;N/A
38242;Monestier-de-Clermont;N/A
38243;Le Monestier-du-Percy;N/A
38244;Monsteroux-Milieu;N/A
38245;Montagne;N/A
38246;Montagnieu;N/A
38247;Montalieu-Vercieu;11
38248;Montaud;N/A
38249;Montbonnot-Saint-Martin;N/A
38250;Montcarra;N/A
38252;Montchaboud;N/A
38253;Les Deux Alpes;N/A
38254;Monteynard;N/A
38255;Montfalcon;N/A
38256;Montferrat;N/A
38257;Montrevel;N/A
38258;Mont-Saint-Martin;N/A
38259;Montseveroux;N/A
38260;Moras;N/A
38261;Morestel;14
38263;Morette;N/A
38264;La Morte;N/A
38265;La Motte-d'Aveillans;N/A
38266;La Motte-Saint-Martin;N/A
38267;Mottier;N/A
38268;Le Moutaret;N/A
38269;La Mure;15
38270;La Murette;N/A
38271;Murianette;N/A
38272;Murinais;N/A
38273;Nantes-en-Ratier;N/A
38275;Serre-Nerpol;N/A
38276;Nivolas-Vermelle;8
38277;Notre-Dame-de-Commiers;N/A
38278;Notre-Dame-de-l'Osier;N/A
38279;Notre-Dame-de-Mésage;N/A
38280;Notre-Dame-de-Vaulx;N/A
38281;Noyarey;N/A
38282;Optevoz;N/A
38283;Oris-en-Rattier;N/A
38284;Ornacieux-Balbins;N/A
38285;Ornon;N/A
38286;Oulles;N/A
38287;Oyeu;N/A
38288;Oytier-Saint-Oblas;N/A
38289;Oz;N/A
38290;Pact;N/A
38291;Pajay;N/A
38292;Villages du Lac de Paladru;8
38294;Panossas;N/A
38295;Parmilieu;N/A
38296;Le Passage;N/A
38297;Arandon-Passins;N/A
38298;Le Péage-de-Roussillon;29
38299;Pellafol;N/A
38300;Penol;N/A
38301;Percy;N/A
38303;La Pierre;N/A
38304;Pierre-Châtel;N/A
38307;Pisieu;N/A
38308;Plan;N/A
38309;Poisat;N/A
38310;Poliénas;N/A
38311;Pommier-de-Beaurepaire;N/A
38313;Ponsonnas;N/A
38314;Pontcharra;12
38315;Le Pont-de-Beauvoisin;16
38316;Pont-de-Chéruy;17
38317;Le Pont-de-Claix;20
38318;Pont-Évêque;23
38319;Pont-en-Royans;N/A
38320;Porcieu-Amblagnieu;N/A
38321;Prébois;N/A
38322;Presles;N/A
38323;Pressins;N/A
38324;Primarette;N/A
38325;Proveysieux;N/A
38326;Prunières;N/A
38328;Quaix-en-Chartreuse;N/A
38329;Quet-en-Beaumont;N/A
38330;Quincieu;N/A
38331;Réaumont;N/A
38332;Renage;13
38333;Rencurel;N/A
38334;Revel;N/A
38335;Revel-Tourdan;N/A
38336;Reventin-Vaugris;N/A
38337;Rives;11
38338;La Rivière;N/A
38339;Roche;N/A
38340;Les Roches-de-Condrieu;N/A
38341;Rochetoirin;N/A
38342;Roissard;N/A
38343;Romagnieu;N/A
38344;Roussillon;18
38345;Rovon;N/A
38346;Royas;N/A
38347;Roybon;N/A
38348;Ruy-Montceau;N/A
38349;Sablons;N/A
38350;Sainte-Agnès;N/A
38351;Saint-Agnin-sur-Bion;N/A
38352;Saint-Alban-de-Roche;N/A
38353;Saint-Alban-du-Rhône;N/A
38354;Saint-Albin-de-Vaulserre;N/A
38355;Saint-Andéol;N/A
38356;Saint-André-en-Royans;N/A
38357;Saint-André-le-Gaz;N/A
38358;Sainte-Anne-sur-Gervonde;N/A
38359;Saint Antoine l'Abbaye;N/A
38360;Saint-Appolinard;N/A
38361;Saint-Arey;N/A
38362;Saint-Aupre;N/A
38363;Saint-Barthélemy;N/A
38364;Saint-Barthélemy-de-Séchilienne;N/A
38365;Saint-Baudille-de-la-Tour;N/A
38366;Saint-Baudille-et-Pipet;N/A
38368;Saint-Blaise-du-Buis;N/A
38369;Sainte-Blandine;N/A
38370;Saint-Bonnet-de-Chavagne;N/A
38372;Saint-Bueil;N/A
38373;Saint-Cassien;N/A
38374;Saint-Chef;N/A
38375;Saint-Christophe-en-Oisans;N/A
38376;Saint-Christophe-sur-Guiers;N/A
38377;Saint-Clair-de-la-Tour;13
38378;Saint-Clair-du-Rhône;8
38379;Saint-Clair-sur-Galaure;N/A
38380;Saint-Didier-de-Bizonnes;N/A
38381;Saint-Didier-de-la-Tour;N/A
38382;Saint-Égrève;9
38383;Saint-Étienne-de-Crossey;N/A
38384;Saint-Étienne-de-Saint-Geoirs;11
38386;Saint-Geoire-en-Valdaine;N/A
38387;Saint-Geoirs;N/A
38388;Saint-Georges-de-Commiers;N/A
38389;Saint-Georges-d'Espéranche;7
38390;Saint-Gervais;N/A
38391;Saint-Guillaume;N/A
38392;Saint-Hilaire-de-Brens;N/A
38393;Saint-Hilaire-de-la-Côte;N/A
38394;Saint-Hilaire-du-Rosier;N/A
38395;Plateau-des-Petites-Roches;N/A
38396;Saint-Honoré;N/A
38397;Saint-Ismier;5
38398;Saint-Jean-d'Avelanne;N/A
38399;Saint-Jean-de-Bournay;8
38400;Saint-Jean-de-Moirans;8
38401;Saint-Jean-de-Soudain;N/A
38402;Saint-Jean-de-Vaulx;N/A
38403;Saint-Jean-d'Hérans;N/A
38404;Saint-Jean-le-Vieux;N/A
38405;Saint-Joseph-de-Rivière;N/A
38406;Saint-Julien-de-l'Herms;N/A
38407;La Sure en Chartreuse;N/A
38408;Saint-Just-Chaleyssin;N/A
38409;Saint-Just-de-Claix;N/A
38410;Saint-Lattier;N/A
38412;Saint-Laurent-du-Pont;9
38413;Saint-Laurent-en-Beaumont;N/A
38414;Sainte-Luce;N/A
38415;Saint-Marcel-Bel-Accueil;N/A
38416;Saint-Marcellin;17
38417;Sainte-Marie-d'Alloix;N/A
38418;Sainte-Marie-du-Mont;N/A
38419;Saint-Martin-de-Clelles;N/A
38420;Saint-Martin-de-Vaulserre;N/A
38421;Saint-Martin-d'Hères;18
38422;Saint-Martin-d'Uriage;N/A
38423;Saint-Martin-le-Vinoux;16
38424;Saint-Maurice-en-Trièves;N/A
38425;Saint-Maurice-l'Exil;14
38426;Saint-Maximin;N/A
38427;Saint-Michel-de-Saint-Geoirs;N/A
38428;Saint-Michel-en-Beaumont;N/A
38429;Saint-Michel-les-Portes;N/A
38430;Saint-Mury-Monteymond;N/A
38431;Saint-Nazaire-les-Eymes;N/A
38432;Saint-Nicolas-de-Macherin;N/A
38433;Saint-Nizier-du-Moucherotte;N/A
38434;Saint-Ondras;N/A
38436;Saint-Paul-de-Varces;N/A
38437;Saint-Paul-d'Izeaux;N/A
38438;Saint-Paul-lès-Monestier;N/A
38439;Crêts en Belledonne;6
38440;Saint-Pierre-de-Bressieux;N/A
38442;Saint-Pierre-de-Chartreuse;N/A
38443;Saint-Pierre-de-Chérennes;N/A
38444;Saint-Pierre-de-Méaroz;N/A
38445;Saint-Pierre-de-Mésage;N/A
38446;Saint-Pierre-d'Entremont;N/A
38448;Saint-Prim;N/A
38449;Saint-Quentin-Fallavier;9
38450;Saint-Quentin-sur-Isère;N/A
38451;Saint-Romain-de-Jalionas;N/A
38452;Saint-Romain-de-Surieu;N/A
38453;Saint-Romans;N/A
38454;Saint-Sauveur;N/A
38455;Saint-Savin;6
38456;Châtel-en-Trièves;N/A
38457;Saint-Siméon-de-Bressieux;16
38458;Saint-Sorlin-de-Morestel;N/A
38459;Saint-Sorlin-de-Vienne;N/A
38460;Saint-Sulpice-des-Rivoires;N/A
38462;Saint-Théoffrey;N/A
38463;Saint-Vérand;N/A
38464;Saint-Victor-de-Cessieu;N/A
38465;Saint-Victor-de-Morestel;N/A
38466;Saint-Vincent-de-Mercuze;N/A
38467;Salagnon;N/A
38468;Salaise-sur-Sanne;14
38469;La Salette-Fallavaux;N/A
38470;La Salle-en-Beaumont;N/A
38471;Le Sappey-en-Chartreuse;N/A
38472;Sarcenas;N/A
38473;Sardieu;N/A
38474;Sassenage;7
38475;Satolas-et-Bonce;N/A
38476;Savas-Mépin;N/A
38478;Séchilienne;N/A
38479;Porte-des-Bonnevaux;N/A
38480;Septème;N/A
38481;Sérézin-de-la-Tour;N/A
38483;Sermérieu;N/A
38484;Serpaize;N/A
38485;Seyssinet-Pariset;9
38486;Seyssins;5
38487;Seyssuel;N/A
38488;Siccieu-Saint-Julien-et-Carisieu;N/A
38489;Siévoz;N/A
38490;Sillans;N/A
38492;Sinard;N/A
38494;Soleymieu;N/A
38495;La Sône;N/A
38496;Sonnay;N/A
38497;Sousville;N/A
38498;Succieu;N/A
38499;Susville;N/A
38500;Têche;N/A
38501;Tencin;N/A
38503;La Terrasse;N/A
38504;Theys;N/A
38505;Thodure;N/A
38507;Tignieu-Jameyzieu;7
38508;Torchefelon;N/A
38509;La Tour-du-Pin;24
38511;Le Touvet;N/A
38512;Tramolé;N/A
38513;Treffort;N/A
38514;Tréminis;N/A
38515;Trept;N/A
38516;La Tronche;8
38517;Tullins;11
38518;Valbonnais;N/A
38519;Valencin;N/A
38520;Valencogne;N/A
38521;La Valette;N/A
38522;Valjouffrey;N/A
38523;Varacieux;N/A
38524;Varces-Allières-et-Risset;6
38525;Vasselin;N/A
38526;Vatilieu;N/A
38527;Vaujany;N/A
38528;Vaulnaveys-le-Bas;N/A
38529;Vaulnaveys-le-Haut;N/A
38530;Vaulx-Milieu;N/A
38531;Velanne;N/A
38532;Vénérieu;N/A
38533;Venon;N/A
38535;Vernas;N/A
38536;Vernioz;N/A
38537;La Verpillière;12
38538;Le Versoud;N/A
38539;Vertrieu;N/A
38540;Veurey-Voroize;N/A
38542;Veyssilieu;N/A
38543;Vézeronce-Curtin;N/A
38544;Vienne;20
38545;Vif;6
38546;Vignieu;N/A
38547;Villard-Bonnot;7
38548;Villard-de-Lans;8
38549;Villard-Notre-Dame;N/A
38550;Villard-Reculas;N/A
38551;Villard-Reymond;N/A
38552;Villard-Saint-Christophe;N/A
38553;Villefontaine;21
38554;Villemoirieu;N/A
38555;Villeneuve-de-Marc;N/A
38556;Ville-sous-Anjou;N/A
38557;Villette-d'Anthon;N/A
38558;Villette-de-Vienne;N/A
38559;Vinay;11
38560;Val-de-Virieu;N/A
38561;Viriville;N/A
38562;Vizille;13
38563;Voiron;14
38564;Voissant;N/A
38565;Voreppe;7
38566;Vourey;N/A
38567;Chamrousse;N/A
39001;Abergement-la-Ronce;N/A
39002;Abergement-le-Grand;N/A
39003;Abergement-le-Petit;N/A
39004;Abergement-lès-Thésy;N/A
39006;Aiglepierre;N/A
39007;Alièze;N/A
39008;Amange;N/A
39009;Andelot-en-Montagne;N/A
39010;Andelot-Morval;N/A
39011;Annoire;N/A
39013;Arbois;12
39014;Archelange;N/A
39015;Ardon;N/A
39016;Arinthod;N/A
39017;Arlay;N/A
39018;Aromas;N/A
39019;Les Arsures;N/A
39020;Arsure-Arsurette;N/A
39021;La Chailleuse;N/A
39022;Asnans-Beauvoisin;N/A
39024;Audelange;N/A
39025;Augea;N/A
39026;Augerans;N/A
39027;Augisey;N/A
39028;Aumont;N/A
39029;Aumur;N/A
39030;Authume;N/A
39031;Auxange;N/A
39032;Avignon-lès-Saint-Claude;N/A
39034;Balaiseaux;N/A
39035;Balanod;N/A
39037;Bans;N/A
39038;Barésia-sur-l'Ain;N/A
39039;La Barre;N/A
39040;Barretaine;N/A
39041;Baume-les-Messieurs;N/A
39042;Baverans;N/A
39043;Beaufort-Orbagna;N/A
39045;Beffia;N/A
39046;Bellecombe;N/A
39047;Bellefontaine;N/A
39048;Belmont;N/A
39049;Bersaillin;N/A
39050;Besain;N/A
39051;Biarne;N/A
39052;Bief-des-Maisons;N/A
39053;Bief-du-Fourg;N/A
39054;Biefmorin;N/A
39055;Billecul;N/A
39056;Bletterans;N/A
39057;Blois-sur-Seille;N/A
39058;Blye;N/A
39059;Bois-d'Amont;N/A
39060;Bois-de-Gand;N/A
39061;Boissia;N/A
39062;La Boissière;N/A
39063;Bonlieu;N/A
39065;Bonnefontaine;N/A
39066;Bornay;N/A
39068;Les Bouchoux;N/A
39070;Bourg-de-Sirod;N/A
39072;Bracon;N/A
39073;Brainans;N/A
39074;Brans;N/A
39076;La Bretenière;N/A
39077;Bretenières;N/A
39078;Brevans;N/A
39079;Briod;N/A
39080;Broissia;N/A
39081;Buvilly;N/A
39083;Censeau;N/A
39084;Cernans;N/A
39085;Cerniébaud;N/A
39086;Cernon;N/A
39088;Cesancey;N/A
