Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2021); ; 
Code;Libellé;Taux de pauvreté (seuil à 60% du revenu médian) 2018
26314;Saint-Martin-d'Août;N/A
26315;Saint-Martin-en-Vercors;N/A
26316;Saint-Martin-le-Colonel;N/A
26317;Saint-Maurice-sur-Eygues;N/A
26318;Saint-May;N/A
26319;Saint-Michel-sur-Savasse;N/A
26320;Saint-Nazaire-en-Royans;N/A
26321;Saint-Nazaire-le-Désert;N/A
26322;Saint-Pantaléon-les-Vignes;N/A
26323;Saint-Paul-lès-Romans;N/A
26324;Saint-Paul-Trois-Châteaux;13
26325;Saint-Rambert-d'Albon;21
26326;Saint-Restitut;N/A
26327;Saint-Roman;N/A
26328;Saint-Sauveur-en-Diois;N/A
26329;Saint-Sauveur-Gouvernet;N/A
26330;Saint-Sorlin-en-Valloire;12
26331;Saint-Thomas-en-Royans;N/A
26332;Saint-Uze;14
26333;Saint-Vallier;25
26334;Salettes;N/A
26335;Salles-sous-Bois;N/A
26336;Saou;N/A
26337;Saulce-sur-Rhône;N/A
26338;Sauzet;N/A
26339;Savasse;N/A
26340;Séderon;N/A
26341;Serves-sur-Rhône;N/A
26342;Solérieux;N/A
26343;Souspierre;N/A
26344;Soyans;N/A
26345;Suze-la-Rousse;N/A
26346;Suze;N/A
26347;Tain-l'Hermitage;14
26348;Taulignan;N/A
26349;Tersanne;N/A
26350;Teyssières;N/A
26351;Les Tonils;N/A
26352;La Touche;N/A
26353;Les Tourrettes;N/A
26355;Triors;N/A
26356;Truinas;N/A
26357;Tulette;N/A
26358;Upie;N/A
26359;Vachères-en-Quint;N/A
26360;Valaurie;N/A
26361;Valdrôme;N/A
26362;Valence;21
26363;Valouse;N/A
26364;Vassieux-en-Vercors;N/A
26365;Vaunaveys-la-Rochette;N/A
26367;Venterol;N/A
26368;Vercheny;N/A
26369;Verclause;N/A
26370;Vercoiran;N/A
26371;Véronne;N/A
26372;Vers-sur-Méouge;N/A
26373;Vesc;N/A
26374;Villebois-les-Pins;N/A
26375;Villefranche-le-Château;N/A
26376;Villeperdrix;N/A
26377;Vinsobres;N/A
26378;Volvent;N/A
26379;Granges-les-Beaumont;N/A
26380;Gervans;N/A
26381;Jaillans;N/A
26382;Saint-Vincent-la-Commanderie;N/A
27001;Aclou;N/A
27002;Acon;N/A
27003;Acquigny;N/A
27004;Aigleville;N/A
27005;Ailly;N/A
27006;Aizier;N/A
27008;Alizay;N/A
27009;Ambenay;N/A
27010;Amécourt;N/A
27011;Amfreville-Saint-Amand;N/A
27012;Amfreville-les-Champs;N/A
27013;Amfreville-sous-les-Monts;N/A
27014;Amfreville-sur-Iton;N/A
27015;Andé;N/A
27016;Les Andelys;16
27017;Angerville-la-Campagne;N/A
27018;Appeville-Annebault;N/A
27019;Armentières-sur-Avre;N/A
27020;Arnières-sur-Iton;N/A
27021;Asnières;N/A
27022;Le Val d'Hazey;13
27023;Aulnay-sur-Iton;N/A
27025;Autheuil-Authouillet;N/A
27026;Authevernes;N/A
27027;Les Authieux;N/A
27028;Authou;N/A
27031;Aviron;N/A
27032;Chambois;N/A
27033;Bacquepuis;N/A
27034;Bacqueville;N/A
27035;Bailleul-la-Vallée;N/A
27036;Bâlines;N/A
27037;Barc;N/A
27038;Les Barils;N/A
27039;Barneville-sur-Seine;N/A
27040;Barquet;N/A
27042;Barville;N/A
27043;Les Baux-de-Breteuil;N/A
27044;Les Baux-Sainte-Croix;N/A
27045;Bazincourt-sur-Epte;N/A
27046;Bazoques;N/A
27047;Beaubray;N/A
27048;Beauficel-en-Lyons;N/A
27049;Mesnil-en-Ouche;14
27050;Beaumontel;N/A
27051;Beaumont-le-Roger;15
27052;Le Bec-Hellouin;N/A
27053;Le Bec-Thomas;N/A
27054;Bémécourt;N/A
27055;Bérengeville-la-Campagne;N/A
27056;Bernay;21
27057;Bernienville;N/A
27058;Les Trois Lacs;N/A
27059;Bernouville;N/A
27061;Berthouville;N/A
27062;Les Monts du Roumois;N/A
27063;Berville-la-Campagne;N/A
27064;Berville-sur-Mer;N/A
27065;Beuzeville;13
27066;Bézu-la-Forêt;N/A
27067;Bézu-Saint-Éloi;N/A
27068;Bois-Anzeray;N/A
27069;Bois-Arnault;N/A
27070;Frenelles-en-Vexin;N/A
27071;Le Bois-Hellain;N/A
27072;Bois-Jérôme-Saint-Ouen;N/A
27073;Bois-le-Roi;N/A
27074;Boisney;N/A
27075;Bois-Normand-près-Lyre;N/A
27076;Boisset-les-Prévanches;N/A
27077;Boissey-le-Châtel;N/A
27078;La Boissière;N/A
27079;Boissy-Lamberville;N/A
27081;Boncourt;N/A
27082;La Bonneville-sur-Iton;11
27083;Bonneville-Aptot;N/A
27085;Flancourt-Crescy-en-Roumois;N/A
27089;Thénouville;N/A
27090;Bosroumois;N/A
27091;Bosgouet;N/A
27094;Bosquentin;N/A
27095;Bosrobert;N/A
27096;Les Bottereaux;N/A
27097;Bouafles;N/A
27098;Bouchevilliers;N/A
27099;Le Boulay-Morin;N/A
27100;Boulleville;N/A
27101;Bouquelon;N/A
27102;Bouquetot;N/A
27103;Bourg-Achard;9
27104;Bourg-Beaudouin;N/A
27105;Grand Bourgtheroulde;5
27106;Bournainville-Faverolles;N/A
27107;Bourneville-Sainte-Croix;N/A
27108;Bourth;N/A
27109;Bray;N/A
27110;Brestot;N/A
27111;Bretagnolles;N/A
27112;Breteuil;18
27113;Brétigny;N/A
27114;Breuilpont;N/A
27115;Breux-sur-Avre;N/A
27116;Brionne;21
27117;Broglie;N/A
27118;Brosville;N/A
27119;Bueil;N/A
27120;Burey;N/A
27123;Caillouet-Orgeville;N/A
27124;Cailly-sur-Eure;N/A
27125;Calleville;N/A
27126;Campigny;N/A
27127;Canappeville;N/A
27129;Caorches-Saint-Nicolas;N/A
27130;Capelle-les-Grands;N/A
27132;Caugé;N/A
27133;Caumont;N/A
27134;Cauverville-en-Roumois;N/A
27135;Cesseville;N/A
27136;Chaignes;N/A
27137;Chaise-Dieu-du-Theil;N/A
27138;Chamblac;N/A
27139;Chambord;N/A
27140;Chambray;N/A
27141;Champ-Dolent;N/A
27142;Champenard;N/A
27144;Champigny-la-Futelaye;N/A
27146;La Chapelle-Bayvel;N/A
27147;La Chapelle-du-Bois-des-Faulx;N/A
27148;La Chapelle-Gauthier;N/A
27149;La Chapelle-Hareng;N/A
27151;Charleval;N/A
27152;Château-sur-Epte;N/A
27153;Chauvincourt-Provemont;N/A
27154;Chavigny-Bailleul;N/A
27155;Chennebrun;N/A
27156;Chéronvilliers;N/A
27157;Marbois;N/A
27158;Cierrey;N/A
27161;Claville;N/A
27162;Collandres-Quincarnon;N/A
27163;Colletot;N/A
27164;Combon;N/A
27165;Conches-en-Ouche;17
27167;Condé-sur-Risle;N/A
27168;Connelles;N/A
27169;Conteville;N/A
27170;Cormeilles;N/A
27171;Le Cormier;N/A
27173;Corneville-la-Fouquetière;N/A
27174;Corneville-sur-Risle;N/A
27176;Coudray;N/A
27177;Coudres;N/A
27179;Courbépine;N/A
27180;Courcelles-sur-Seine;N/A
27181;Courdemanche;N/A
27182;Courteilles;N/A
27183;La Couture-Boussey;N/A
27184;Crasville;N/A
27185;Crestot;N/A
27187;Criquebeuf-la-Campagne;N/A
27188;Criquebeuf-sur-Seine;N/A
27189;La Croisille;N/A
27190;Croisy-sur-Eure;N/A
27191;Clef Vallée d'Eure;N/A
27192;Crosville-la-Vieille;N/A
27193;Croth;N/A
27194;Cuverville;N/A
27196;Les Damps;N/A
27198;Mesnils-sur-Iton;10
27199;Dangu;N/A
27200;Dardez;N/A
27201;Daubeuf-la-Campagne;N/A
27202;Daubeuf-près-Vatteville;N/A
27203;Douains;N/A
27204;Doudeauville-en-Vexin;N/A
27205;Douville-sur-Andelle;N/A
27206;Droisy;N/A
27207;Drucourt;N/A
27208;Duranville;N/A
27209;Écaquelon;N/A
27210;Écardenville-la-Campagne;N/A
27212;Écauville;N/A
27213;Vexin-sur-Epte;7
27214;Écouis;N/A
27215;Ecquetot;N/A
27216;Émalleville;N/A
27217;Émanville;N/A
27218;Épaignes;N/A
27219;Épégard;N/A
27220;Épieds;N/A
27222;Épreville-en-Lieuvin;N/A
27224;Épreville-près-le-Neubourg;N/A
27226;Étrépagny;11
27227;Étréville;N/A
27228;Éturqueraye;N/A
27229;Évreux;27
27230;Ézy-sur-Eure;9
27231;Fains;N/A
27232;Farceaux;N/A
27233;Fatouville-Grestain;N/A
27234;Fauville;N/A
27235;Faverolles-la-Campagne;N/A
27237;Le Favril;N/A
27238;Ferrières-Haut-Clocher;N/A
27239;Ferrières-Saint-Hilaire;N/A
27240;La Ferrière-sur-Risle;N/A
27241;Feuguerolles;N/A
27242;Le Fidelaire;N/A
27243;Fiquefleur-Équainville;N/A
27245;Fleury-la-Forêt;N/A
27246;Fleury-sur-Andelle;N/A
27247;Flipou;N/A
27248;Folleville;N/A
27249;Fontaine-Bellenger;N/A
27251;Fontaine-l'Abbé;N/A
27252;Fontaine-la-Louvet;N/A
27254;Fontaine-sous-Jouy;N/A
27256;La Forêt-du-Parc;N/A
27258;Fort-Moville;N/A
27259;Foucrainville;N/A
27260;Foulbec;N/A
27261;Fouqueville;N/A
27263;Le Perrey;N/A
27266;Franqueville;N/A
27267;Freneuse-sur-Risle;N/A
27269;Fresne-Cauverville;N/A
27271;Fresney;N/A
27273;Gadencourt;N/A
27275;Gaillon;22
27276;Gamaches-en-Vexin;N/A
27277;La Baronnie;N/A
27278;Garennes-sur-Eure;N/A
27279;Gasny;9
27280;Gauciel;N/A
27281;Gaudreville-la-Rivière;N/A
27282;Gauville-la-Campagne;N/A
27284;Gisors;17
27285;Giverny;N/A
27286;Giverville;N/A
27287;Glisolles;N/A
27288;Glos-sur-Risle;N/A
27289;La Goulafrière;N/A
27290;Goupil-Othon;N/A
27291;Gournay-le-Guérin;N/A
27294;Val d'Orger;N/A
27295;Grand-Camp;N/A
27298;Graveron-Sémerville;N/A
27299;Gravigny;13
27300;Grosley-sur-Risle;N/A
27301;Grossœuvre;N/A
27302;Le Bosc du Theil;N/A
27304;Guerny;N/A
27306;Guichainville;N/A
27307;Guiseniers;N/A
27309;L'Habit;N/A
27310;Hacqueville;N/A
27311;Harcourt;N/A
27312;Hardencourt-Cocherel;N/A
27313;La Harengère;N/A
27315;Harquency;N/A
27316;Hauville;N/A
27317;La Haye-Aubrée;N/A
27318;La Haye-de-Calleville;N/A
27319;La Haye-de-Routot;N/A
27320;La Haye-du-Theil;N/A
27321;La Haye-le-Comte;N/A
27322;La Haye-Malherbe;N/A
27323;La Haye-Saint-Sylvestre;N/A
27324;Hébécourt;N/A
27325;Hecmanville;N/A
27326;Hécourt;N/A
27327;Hectomare;N/A
27329;Hennezis;N/A
27330;Herqueville;N/A
27331;Heubécourt-Haricourt;N/A
27332;Heudebouville;N/A
27333;Heudicourt;N/A
27334;Heudreville-en-Lieuvin;N/A
27335;Heudreville-sur-Eure;N/A
27336;La Heunière;N/A
27337;Heuqueville;N/A
27338;Les Hogues;N/A
27339;Hondouville;N/A
27340;Honguemare-Guenouville;N/A
27341;L'Hosmes;N/A
27342;Houetteville;N/A
27343;Houlbec-Cocherel;N/A
27345;La Houssaye;N/A
27346;Houville-en-Vexin;N/A
27347;Huest;N/A
27348;Igoville;N/A
27349;Illeville-sur-Montfort;N/A
27350;Illiers-l'Évêque;N/A
27351;Incarville;N/A
27353;Irreville;N/A
27354;Iville;N/A
27355;Ivry-la-Bataille;9
27358;Jouy-sur-Eure;N/A
27359;Juignettes;N/A
27360;Jumelles;N/A
27361;La Lande-Saint-Léger;N/A
27363;Le Landin;N/A
27364;Launay;N/A
27365;Léry;N/A
27366;Letteguives;N/A
27367;Lieurey;N/A
27368;Lignerolles;N/A
27369;Lilly;N/A
27370;Lisors;N/A
27371;Livet-sur-Authou;N/A
27372;Longchamps;N/A
27373;Lorleau;N/A
27374;Louversey;N/A
27375;Louviers;23
27376;Louye;N/A
27377;Lyons-la-Forêt;N/A
27378;La Madeleine-de-Nonancourt;N/A
27379;Mainneville;N/A
27380;Malleville-sur-le-Bec;N/A
27381;Malouy;N/A
27382;Mandeville;N/A
27383;Mandres;N/A
27384;Manneville-la-Raoult;N/A
27385;Manneville-sur-Risle;N/A
27386;Le Manoir;N/A
27388;Marais-Vernier;N/A
27389;Marbeuf;N/A
27390;Marcilly-la-Campagne;N/A
27391;Marcilly-sur-Eure;N/A
27392;Martagny;N/A
27393;Martainville;N/A
27394;Martot;N/A
27395;Mélicourt;N/A
27396;Ménesqueville;N/A
27397;Ménilles;N/A
27398;Menneval;N/A
27399;Mercey;N/A
27400;Merey;N/A
27401;Le Mesnil-Fuguet;N/A
27403;Le Mesnil-Jourdain;N/A
27404;Mesnil-Rousset;N/A
27405;Mesnil-sous-Vienne;N/A
27406;Mesnil-sur-l'Estrée;N/A
27407;Mesnil-Verclives;N/A
27408;Mézières-en-Vexin;N/A
27410;Miserey;N/A
27411;Moisville;N/A
27412;Terres de Bord;N/A
27413;Montfort-sur-Risle;N/A
27414;Montreuil-l'Argillé;N/A
27415;Morainville-Jouveaux;N/A
27417;Morgny;N/A
27418;Morsan;N/A
27419;Mouettes;N/A
27420;Mouflaines;N/A
27421;Mousseaux-Neuville;N/A
27422;Muids;N/A
27423;Muzy;N/A
27424;Nagel-Séez-Mesnil;N/A
27425;Nassandres sur Risle;N/A
27426;Neaufles-Saint-Martin;N/A
27427;Neaufles-Auvergny;N/A
27428;Le Neubourg;14
27429;Neuilly;N/A
27430;La Neuve-Grange;N/A
27431;La Neuve-Lyre;N/A
27432;La Neuville-du-Bosc;N/A
27433;Neuville-sur-Authou;N/A
27434;Noards;N/A
27435;La Noë-Poulain;N/A
27436;Nogent-le-Sec;N/A
27437;Nojeon-en-Vexin;N/A
27438;Nonancourt;18
27439;Normanville;N/A
27440;Notre-Dame-de-l'Isle;N/A
27441;Notre-Dame-d'Épine;N/A
27442;Notre-Dame-du-Hamel;N/A
27444;Le Noyer-en-Ouche;N/A
27445;Noyers;N/A
27446;Ormes;N/A
27447;Le Val-Doré;N/A
27448;Pacy-sur-Eure;9
27451;Parville;N/A
27453;Perriers-sur-Andelle;N/A
27454;Perruel;N/A
27455;Piencourt;N/A
27456;Pinterville;N/A
27457;Piseux;N/A
27458;Pîtres;10
27459;Les Places;N/A
27460;Plainville;N/A
27462;Le Planquay;N/A
27463;Plasnes;N/A
27464;Le Plessis-Grohan;N/A
27465;Le Plessis-Hébert;N/A
27466;Le Plessis-Sainte-Opportune;N/A
27467;Pont-Audemer;23
27468;Pont-Authou;N/A
27469;Pont-de-l'Arche;9
27470;Pont-Saint-Pierre;N/A
27471;Porte-de-Seine;N/A
27472;Portes;N/A
27473;Port-Mort;N/A
27474;Poses;N/A
27475;La Poterie-Mathieu;N/A
27476;Les Préaux;N/A
27477;Pressagny-l'Orgueilleux;N/A
27478;Prey;N/A
27480;Puchay;N/A
27481;Pullay;N/A
27482;La Pyle;N/A
27483;Quatremare;N/A
27485;Quillebeuf-sur-Seine;N/A
27486;Quittebeuf;N/A
27487;Radepont;N/A
27488;Renneville;N/A
27489;Reuilly;N/A
27490;Richeville;N/A
27492;Romilly-la-Puthenaye;N/A
27493;Romilly-sur-Andelle;9
27495;La Roquette;N/A
27496;Rosay-sur-Lieure;N/A
27497;Rougemontiers;N/A
27498;Rouge-Perriers;N/A
27500;Routot;N/A
27501;Rouvray;N/A
27502;Rugles;20
27504;Sacquenville;N/A
27505;Saint-Agnan-de-Cernières;N/A
27507;Saint-André-de-l'Eure;12
27508;Saint-Antonin-de-Sommaire;N/A
27511;Saint-Aubin-d'Écrosville;N/A
27512;Saint-Aubin-de-Scellon;N/A
27514;Saint-Aubin-du-Thenney;N/A
27516;Treis-Sants-en-Ouche;N/A
27517;Saint-Aubin-sur-Gaillon;N/A
27518;Saint-Aubin-sur-Quillebeuf;N/A
27520;Saint-Benoît-des-Ombres;N/A
27521;Saint-Christophe-sur-Avre;N/A
27522;Saint-Christophe-sur-Condé;N/A
27524;Sainte-Colombe-la-Commanderie;N/A
27525;Sainte-Colombe-près-Vernon;N/A
27527;Saint-Cyr-de-Salerne;N/A
27528;Le Vaudreuil;7
27529;Saint-Cyr-la-Campagne;N/A
27530;Saint-Denis-d'Augerons;N/A
27531;Saint-Denis-des-Monts;N/A
27533;Saint-Denis-le-Ferment;N/A
27534;Saint-Didier-des-Bois;N/A
27535;Saint-Élier;N/A
27536;Saint-Éloi-de-Fourques;N/A
27537;Saint-Étienne-du-Vauvray;N/A
27538;Saint-Étienne-l'Allier;N/A
27539;Saint-Étienne-sous-Bailleul;N/A
27540;Sainte-Geneviève-lès-Gasny;N/A
27541;Le Mesnil-Saint-Jean;N/A
27542;Saint-Georges-du-Vièvre;N/A
27543;Saint-Georges-Motel;N/A
27544;Saint-Germain-de-Fresney;N/A
27545;Saint-Germain-de-Pasquier;N/A
27546;Saint-Germain-des-Angles;N/A
27547;Saint-Germain-la-Campagne;N/A
27548;Saint-Germain-sur-Avre;N/A
27550;Saint-Grégoire-du-Vièvre;N/A
27552;Saint-Jean-du-Thenney;N/A
27553;Saint-Julien-de-la-Liègue;N/A
27554;La Chapelle-Longueville;7
27555;Saint-Laurent-des-Bois;N/A
27556;Saint-Laurent-du-Tencement;N/A
27557;Saint-Léger-de-Rôtes;N/A
27558;Saint-Léger-du-Gennetey;N/A
27560;Saint-Luc;N/A
27561;Saint-Maclou;N/A
27562;Saint-Marcel;9
27563;Saint-Mards-de-Blacarville;N/A
27564;Saint-Mards-de-Fresne;N/A
27565;Le Lesme;N/A
27567;Sainte-Marie-de-Vatimesnil;N/A
27568;Sainte-Marthe;N/A
27569;Saint-Martin-du-Tilleul;N/A
27570;Saint-Martin-la-Campagne;N/A
27571;Saint-Martin-Saint-Firmin;N/A
27572;Saint-Meslin-du-Bosc;N/A
27576;Sainte-Opportune-du-Bosc;N/A
27577;Sainte-Opportune-la-Mare;N/A
27578;Sainte-Marie-d'Attez;N/A
27579;Saint-Ouen-de-Pontcheuil;N/A
27580;Saint-Ouen-de-Thouberville;N/A
27582;Saint-Ouen-du-Tilleul;N/A
27584;Saint-Paul-de-Fourques;N/A
27586;Saint-Philbert-sur-Boissey;N/A
27587;Saint-Philbert-sur-Risle;N/A
27589;Saint-Pierre-de-Bailleul;N/A
27590;Saint-Pierre-de-Cernières;N/A
27591;Saint-Pierre-de-Cormeilles;N/A
27592;Saint-Pierre-de-Salerne;N/A
27593;Saint-Pierre-des-Fleurs;N/A
27594;Saint-Pierre-des-Ifs;N/A
27595;Saint-Pierre-du-Bosguérard;N/A
27597;Saint-Pierre-du-Val;N/A
27598;Saint-Pierre-du-Vauvray;N/A
27599;Saint-Pierre-la-Garenne;N/A
27601;Saint-Samson-de-la-Roque;N/A
27602;Saint-Sébastien-de-Morsent;9
27603;Saint-Siméon;N/A
27604;Saint-Sulpice-de-Grimbouville;N/A
27605;Saint-Sylvestre-de-Cormeilles;N/A
27606;Saint-Symphorien;N/A
27608;Saint-Victor-de-Chrétienville;N/A
27609;Saint-Victor-d'Épine;N/A
27610;Saint-Victor-sur-Avre;N/A
27611;Saint-Vigor;N/A
27612;Saint-Vincent-des-Bois;N/A
27613;Saint-Vincent-du-Boulay;N/A
27614;Sancourt;N/A
27615;Sassey;N/A
27616;La Saussaye;N/A
27617;Saussay-la-Campagne;N/A
27618;Sébécourt;N/A
27620;Selles;N/A
27621;Serez;N/A
27622;Serquigny;N/A
27623;Surtauville;N/A
27624;Surville;N/A
27625;Suzay;N/A
27627;Le Theil-Nolent;N/A
27629;Thiberville;N/A
27630;Thibouville;N/A
27631;Thierville;N/A
27632;Le Thil;N/A
27633;Les Thilliers-en-Vexin;N/A
27635;Le Thuit;N/A
27638;Le Thuit de l'Oison;N/A
27640;Tilleul-Dame-Agnès;N/A
27641;Le Tilleul-Lambert;N/A
27643;Tillières-sur-Avre;N/A
27644;Tilly;N/A
27645;Tocqueville;N/A
27646;Le Torpt;N/A
27649;Touffreville;N/A
27650;Tournedos-Bois-Hubert;N/A
27652;Tourneville;N/A
27654;Tourville-la-Campagne;N/A
27655;Tourville-sur-Pont-Audemer;N/A
27656;Toutainville;N/A
27658;Le Tremblay-Omonville;N/A
27659;La Trinité;N/A
27660;La Trinité-de-Réville;N/A
27661;La Trinité-de-Thouberville;N/A
27662;Triqueville;N/A
27663;Le Troncq;N/A
27664;Le Tronquay;N/A
27665;Trouville-la-Haule;N/A
27666;La Vacherie;N/A
27667;Valailles;N/A
27668;Le Val-David;N/A
27669;Valletot;N/A
27670;Vandrimare;N/A
27671;Vannecrocq;N/A
27672;Vascœuil;N/A
27673;Vatteville;N/A
27674;Vaux-sur-Eure;N/A
27677;Venon;N/A
27678;Les Ventes;N/A
27679;Verneuil d'Avre et d'Iton;20
27680;Verneusses;N/A
27681;Vernon;22
27682;Vesly;N/A
27683;Vézillon;N/A
27684;Le Vieil-Évreux;N/A
27685;La Vieille-Lyre;N/A
27686;Vieux-Port;N/A
27689;Villegats;N/A
27690;Villers-en-Vexin;N/A
27691;Villers-sur-le-Roule;N/A
27692;Villettes;N/A
27693;Sylvains-Lès-Moulins;N/A
27694;Villez-sous-Bailleul;N/A
27695;Villez-sur-le-Neubourg;N/A
27696;Villiers-en-Désœuvre;N/A
27697;Vironvay;N/A
27698;Vitot;N/A
27699;Voiscreville;N/A
27700;Vraiville;N/A
27701;Val-de-Reuil;32
28001;Abondant;N/A
28003;Allainville;N/A
28004;Allonnes;N/A
28005;Alluyes;N/A
28006;Amilly;N/A
28007;Anet;N/A
28008;Ardelles;N/A
28009;Ardelu;N/A
28010;Argenvilliers;N/A
28012;Commune nouvelle d'Arrou;13
28013;Aunay-sous-Auneau;N/A
28014;Aunay-sous-Crécy;N/A
28015;Auneau-Bleury-Saint-Symphorien;9
28016;Les Autels-Villevillon;N/A
28018;Authon-du-Perche;N/A
28019;Baigneaux;N/A
28021;Bailleau-le-Pin;N/A
28022;Bailleau-l'Évêque;N/A
28023;Bailleau-Armenonville;N/A
28024;Barjouville;N/A
28025;Barmainville;N/A
28026;Baudreville;N/A
28027;La Bazoche-Gouet;N/A
28028;Bazoches-en-Dunois;N/A
28029;Bazoches-les-Hautes;N/A
28030;Beauche;N/A
28031;Beaumont-les-Autels;N/A
28032;Beauvilliers;N/A
28033;Belhomert-Guéhouville;N/A
28034;Berchères-Saint-Germain;N/A
28035;Berchères-les-Pierres;N/A
28036;Berchères-sur-Vesgre;N/A
28037;Bérou-la-Mulotière;N/A
28038;Béthonvilliers;N/A
28039;Béville-le-Comte;N/A
28040;Billancelles;N/A
28041;Blandainville;N/A
28045;Boissy-en-Drouais;N/A
28046;Boissy-lès-Perche;N/A
28047;Boisville-la-Saint-Père;N/A
28048;La Bourdinière-Saint-Loup;N/A
28049;Boncé;N/A
28050;Boncourt;N/A
28051;Bonneval;12
28052;Bouglainval;N/A
28053;Le Boullay-les-Deux-Églises;N/A
28054;Le Boullay-Mivoye;N/A
28055;Le Boullay-Thierry;N/A
28056;Boutigny-Prouais;N/A
28057;Bouville;N/A
28058;Bréchamps;N/A
28059;Brezolles;N/A
28060;Briconville;N/A
28061;Brou;15
28062;Broué;N/A
28064;Bû;N/A
28065;Bullainville;N/A
28067;Cernay;N/A
28068;Challet;N/A
28070;Champhol;6
28071;Champrond-en-Gâtine;N/A
28072;Champrond-en-Perchet;N/A
28073;Champseru;N/A
28074;La Chapelle-d'Aunainville;N/A
28075;La Chapelle-du-Noyer;N/A
28076;La Chapelle-Forainvilliers;N/A
28077;La Chapelle-Fortin;N/A
28078;Chapelle-Guillaume;N/A
28079;Chapelle-Royale;N/A
28080;Charbonnières;N/A
28081;Charonville;N/A
28082;Charpont;N/A
28084;Chartainvilliers;N/A
28085;Chartres;16
28086;Chassant;N/A
28087;Châtaincourt;N/A
28088;Châteaudun;24
28089;Châteauneuf-en-Thymerais;14
28090;Les Châtelets;N/A
28091;Les Châtelliers-Notre-Dame;N/A
28092;Châtenay;N/A
28094;Chaudon;N/A
28095;Chauffours;N/A
28096;La Chaussée-d'Ivry;N/A
28098;Cherisy;N/A
28099;Chuisnes;N/A
28100;Cintray;N/A
28102;Clévilliers;N/A
28103;Cloyes-les-Trois-Rivières;11
28104;Coltainville;N/A
28105;Combres;N/A
28106;Conie-Molitard;N/A
28107;Corancez;N/A
28108;Cormainville;N/A
28109;Les Corvées-les-Yys;N/A
28110;Le Coudray;7
28111;Coudray-au-Perche;N/A
28113;Coulombs;N/A
28114;Courbehaye;N/A
28116;Courville-sur-Eure;9
28117;Crécy-Couvé;N/A
28118;Croisilles;N/A
28119;La Croix-du-Perche;N/A
28120;Crucey-Villages;N/A
28121;Dambron;N/A
28122;Dammarie;N/A
28123;Dampierre-sous-Brou;N/A
28124;Dampierre-sur-Avre;N/A
28126;Dancy;N/A
28127;Dangeau;N/A
28128;Dangers;N/A
28129;Denonville;N/A
28130;Digny;N/A
28132;Donnemain-Saint-Mamès;N/A
28134;Dreux;29
28135;Droue-sur-Drouette;N/A
28136;Écluzelles;N/A
28137;Écrosnes;N/A
28139;Épeautrolles;N/A
28140;Épernon;12
28141;Ermenonville-la-Grande;N/A
28142;Ermenonville-la-Petite;N/A
28143;Escorpain;N/A
28144;Les Étilleux;N/A
28146;Faverolles;N/A
28147;Favières;N/A
28148;Le Favril;N/A
28149;La Ferté-Vidame;N/A
28151;Fessanvilliers-Mattanvilliers;N/A
28153;Flacey;N/A
28154;Fontaine-la-Guyon;N/A
28155;Fontaine-les-Ribouts;N/A
28156;Fontaine-Simon;N/A
28157;Fontenay-sur-Conie;N/A
28158;Fontenay-sur-Eure;N/A
28159;La Framboisière;N/A
28160;Francourville;N/A
28161;Frazé;N/A
28162;Fresnay-le-Comte;N/A
28163;Fresnay-le-Gilmert;N/A
28164;Fresnay-l'Évêque;N/A
28166;Friaize;N/A
28167;Fruncé;N/A
28168;Gallardon;8
28169;Garancières-en-Beauce;N/A
28170;Garancières-en-Drouais;N/A
28171;Garnay;N/A
28172;Gas;N/A
28173;Gasville-Oisème;N/A
28175;La Gaudaine;N/A
28176;Le Gault-Saint-Denis;N/A
28177;Gellainville;N/A
28178;Germainville;N/A
28180;Gilles;N/A
28182;Gohory;N/A
28183;Gommerville;N/A
28184;Gouillons;N/A
28185;Goussainville;N/A
28187;Guainville;N/A
28188;Le Gué-de-Longroi;N/A
28189;Guilleville;N/A
28190;Guillonville;N/A
28191;Hanches;N/A
28192;Happonvilliers;N/A
28193;Havelu;N/A
28194;Houville-la-Branche;N/A
28195;Houx;N/A
28196;Illiers-Combray;13
28197;Intréville;N/A
28198;Jallans;N/A
28199;Janville-en-Beauce;9
28200;Jaudrais;N/A
28201;Jouy;N/A
28202;Lamblore;N/A
28203;Landelles;N/A
28206;Laons;N/A
28207;Léthuin;N/A
28208;Levainville;N/A
28209;Lèves;6
28210;Levesville-la-Chenard;N/A
28211;Logron;N/A
28212;Loigny-la-Bataille;N/A
28213;Lormaye;N/A
28214;La Loupe;21
28215;Louville-la-Chenard;N/A
28216;Louvilliers-en-Drouais;N/A
28217;Louvilliers-lès-Perche;N/A
28218;Lucé;22
28219;Luigny;N/A
28220;Luisant;9
28221;Lumeau;N/A
28222;Luplanté;N/A
28223;Luray;N/A
28225;Magny;N/A
28226;Maillebois;N/A
28227;Maintenon;8
28229;Mainvilliers;23
28230;Maisons;N/A
28231;La Mancelière;N/A
28232;Manou;N/A
28233;Marboué;N/A
28234;Marchéville;N/A
28235;Marchezais;N/A
28236;Arcisses;N/A
28237;Marolles-les-Buis;N/A
28239;Marville-Moutiers-Brûlé;N/A
28240;Meaucé;N/A
28242;Méréglise;N/A
28243;Mérouville;N/A
28245;Meslay-le-Grenet;N/A
