Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Médiane du revenu disponible par UC 2020
25009;Aïssey;20680
25011;Allenjoie;21210
25012;Les Alliés;22790
25013;Allondans;20130
25014;Amagney;18430
25015;Amancey;20350
25016;Amathay-Vésigneux;21780
25017;Amondans;19450
25018;Anteuil;21360
25019;Appenans;18010
25020;Arbouans;18790
25021;Arc-et-Senans;20220
25022;Arcey;21320
25024;Arçon;20120
25025;Arc-sous-Cicon;23280
25026;Arc-sous-Montenot;20660
25029;Aubonne;23590
25030;Audeux;19120
25031;Audincourt;19220
25032;Autechaux;21930
25033;Autechaux-Roide;21890
25035;Les Auxons;20650
25036;Avanne-Aveney;19600
25038;Avilley;19380
25039;Avoudrey;21130
25040;Badevel;21320
25041;Bannans;20600
25042;Le Barboux;23190
25043;Bart;18170
25044;Bartherans;22540
25045;Battenans-les-Mines;20900
25046;Battenans-Varin;25180
25047;Baume-les-Dames;17780
25048;Bavans;18970
25049;Belfays;19770
25050;Le Bélieu;21320
25051;Belleherbe;20110
25052;Belmont;18480
25053;Belvoir;20660
25054;Berche;18310
25055;Berthelange;23920
25056;Besançon;19920
25057;Bethoncourt;23800
25058;Beure;22820
25059;Beutal;21530
25060;Bians-les-Usiers;19730
25061;Bief;22000
25062;Le Bizot;19420
25063;Blamont;23830
25065;Blarians;23410
25066;Blussangeaux;22640
25067;Blussans;21000
25070;Bolandoz;20300
25071;Bondeval;24820
25072;Bonnal;23220
25073;Bonnay;21070
25074;Bonnétage;24380
25075;Bonnevaux;N/A
25077;La Bosse;24330
25078;Bouclans;26120
25079;Boujailles;24410
25082;Bourguignon;24700
25083;Bournois;24690
25084;Boussières;22300
25085;Bouverans;22190
25086;Braillans;21670
25087;Branne;22960
25088;Breconchaux;22280
25089;Bremondans;20950
25090;Brères;N/A
25091;Les Bréseux;25400
25092;La Bretenière;20990
25093;Bretigney;N/A
25094;Bretigney-Notre-Dame;23420
25095;Bretonvillers;23880
25096;Brey-et-Maison-du-Bois;22100
25097;Brognard;24870
25098;Buffard;23400
25099;Bugny;21260
25100;Bulle;22780
25101;Burgille;20180
25102;Burnevillers;22610
25103;Busy;23140
25104;By;20550
25105;Byans-sur-Doubs;24930
25106;Cademène;23680
25107;Cendrey;21950
25108;Cernay-l'Église;23550
25109;Cessey;23460
25110;Chaffois;23090
25111;Chalèze;24040
25112;Chalezeule;24960
25113;Chamesey;28090
25114;Chamesol;26950
25115;Champagney;28510
25116;Champlive;23580
25117;Champoux;26330
25119;Champvans-les-Moulins;25560
25120;Chantrans;22750
25121;Chapelle-des-Bois;N/A
25122;Chapelle-d'Huin;26030
25124;Charmauvillers;19640
25125;Charmoille;26020
25126;Charnay;21220
25127;Charquemont;23350
25129;Chassagne-Saint-Denis;22990
25130;Châteauvieux-les-Fossés;23850
25131;Châtelblanc;24550
25132;Châtillon-Guyotte;28420
25133;Châtillon-le-Duc;24690
25136;Chaucenne;21930
25138;Les Terres-de-Chaux;26450
25139;La Chaux;N/A
25141;Chaux-lès-Passavant;25060
25142;Chaux-Neuve;21360
25143;Chay;25040
25145;Chazot;39950
25147;Chemaudin et Vaux;25010
25148;La Chenalotte;24710
25149;Chenecey-Buillon;22690
25150;Chevigney-sur-l'Ognon;24170
25151;Chevigney-lès-Vercel;20880
25152;La Chevillotte;22770
25153;Chevroz;42350
25154;Chouzelot;22020
25155;Cléron;22490
25156;Pays-de-Clerval;25300
25157;La Cluse-et-Mijoux;25710
25159;Colombier-Fontaine;24310
25160;Les Combes;23060
25161;Consolation-Maisonnettes;24560
25162;Corcelles-Ferrières;24720
25163;Corcelle-Mieslot;27430
25164;Corcondray;24490
25166;Côtebrune;21710
25170;Courcelles-lès-Montbéliard;25120
25171;Courcelles;22690
25172;Courchapon;22100
25173;Cour-Saint-Maurice;22050
25174;Courtefontaine;22570
25175;Courtetain-et-Salans;21600
25176;Courvières;25480
25177;Crosey-le-Grand;20380
25178;Crosey-le-Petit;26760
25179;Le Crouzet;23470
25180;Crouzet-Migette;40150
25181;Cubrial;26070
25182;Cubry;28050
25183;Cusance;21560
25184;Cuse-et-Adrisans;21970
25185;Cussey-sur-Lison;22230
25186;Cussey-sur-l'Ognon;32850
25187;Dambelin;20910
25188;Dambenois;20190
25189;Dammartin-les-Templiers;24260
25190;Dampierre-les-Bois;22650
25191;Dampierre-sur-le-Doubs;30710
25192;Dampjoux;23080
25193;Damprichard;22740
25194;Dannemarie;22590
25195;Dannemarie-sur-Crète;26030
25196;Dasle;22770
25197;Deluz;24470
25198;Désandans;22850
25199;Déservillers;23620
25200;Devecey;23190
25201;Dommartin;22100
25202;Dompierre-les-Tilleuls;25420
25203;Domprel;23420
25204;Doubs;23530
25207;Dung;23750
25208;Durnes;39880
25209;Échay;24400
25210;Échenans;21240
25211;Échevannes;20130
25212;École-Valentin;24220
25213;Les Écorces;25140
25214;Écot;24770
25215;L'Écouvotte;45020
25216;Écurcey;23000
25217;Émagny;23770
25218;Épenouse;20910
25219;Épenoy;23390
25220;Épeugney;26250
25221;Esnans;24150
25222;Étalans;24530
25223;Éternoz;27020
25224;Étouvans;47940
25225;Étrabonne;22630
25226;Étrappe;25450
25227;Étray;26310
25228;Étupes;34360
25229;Évillers;23270
25230;Exincourt;26970
25231;Eysson;N/A
25232;Faimbe;23180
25233;Fallerans;25050
25234;Ferrières-le-Lac;26070
25235;Ferrières-les-Bois;23960
25236;Fertans;25380
25237;Fesches-le-Châtel;23660
25238;Fessevillers;24860
25239;Feule;33730
25240;Les Fins;24230
25241;Flagey;22530
25242;Flagey-Rigney;24470
25243;Flangebouche;24120
25244;Fleurey;50060
25245;Fontain;24770
25246;Fontaine-lès-Clerval;25030
25247;Fontenelle-Montby;23410
25248;Les Fontenelles;23020
25249;Fontenotte;22840
25251;Fourbanne;23640
25252;Fourcatier-et-Maison-Neuve;26780
25253;Fourg;N/A
25254;Les Fourgs;24680
25255;Fournet-Blancheroche;22630
25256;Frambouhans;24780
25257;Franey;23470
25258;Franois;25190
25259;Frasne;21750
25261;Froidevaux;24320
25262;Fuans;24190
25263;Gellin;22110
25264;Gémonval;21620
25265;Geneuille;23160
25266;Geney;24040
25267;Gennes;25560
25268;Germéfontaine;24840
25269;Germondans;26500
25270;Gevresin;24310
25271;Gilley;29320
25273;Glamondans;21370
25274;Glay;24150
25275;Glère;21650
25276;Gondenans-Montby;23790
25277;Gondenans-les-Moulins;24710
25278;Gonsans;24180
25279;Gouhelans;23110
25280;Goumois;20690
25281;Goux-lès-Dambelin;23110
25282;Goux-les-Usiers;26840
25283;Goux-sous-Landet;23330
25284;Grand-Charmont;24970
25285;Grand'Combe-Châteleu;23680
25286;Grand'Combe-des-Bois;21070
25287;Grandfontaine;24320
25288;Fournets-Luisans;23330
25289;Grandfontaine-sur-Creuse;23460
25290;La Grange;24730
25293;Granges-Narboz;23000
25295;Les Grangettes;22620
25296;Les Gras;22910
25297;Le Gratteris;27610
25298;Grosbois;24160
25299;Guillon-les-Bains;24440
25300;Guyans-Durnes;24700
25301;Guyans-Vennes;18460
25303;Hauterive-la-Fresse;26300
25304;Hérimoncourt;23970
25305;L'Hôpital-du-Grosbois;24350
25306;L'Hôpital-Saint-Lieffroy;23060
25307;Les Hôpitaux-Neufs;31340
25308;Les Hôpitaux-Vieux;28350
25309;Houtaud;25630
25310;Huanne-Montmartin;26020
25311;Hyémondans;25040
25312;Hyèvre-Magny;26820
25313;Hyèvre-Paroisse;21790
25314;Indevillers;28690
25315;L'Isle-sur-le-Doubs;26250
25316;Issans;24430
25317;Jallerange;26460
25318;Jougne;27470
25320;Labergement-Sainte-Marie;22820
25321;Villers-le-Lac;24910
25322;Laire;23630
25323;Laissey;20160
25324;Lanans;22060
25325;Landresse;24440
25326;Lantenne-Vertière;23840
25327;Lanthenans;17640
25328;Larnod;22700
25329;Laval-le-Prieuré;22380
25330;Lavans-Quingey;20530
25331;Lavans-Vuillafans;30020
25332;Lavernay;26630
25333;Laviron;23280
25334;Levier;N/A
25335;Liebvillers;23640
25336;Liesle;35900
25338;Lizine;24460
25339;Lods;17830
25340;Lombard;22460
25341;Lomont-sur-Crête;27830
25342;Longechaux;26330
25343;Longemaison;39070
25344;Longevelle-lès-Russey;23570
25345;Longevelle-sur-Doubs;27110
25346;Longeville;23660
25347;La Longeville;25900
25348;Longevilles-Mont-d'Or;22830
25349;Loray;24010
25350;Lougres;23950
25351;Le Luhier;27300
25354;Luxiol;30150
25355;Magny-Châtelard;25120
25356;Maîche;24380
25357;Maisons-du-Bois-Lièvremont;25610
25359;Malans;21710
25360;Malbrans;22190
25361;Malbuisson;20060
25362;Malpas;21100
25364;Mamirolle;22090
25365;Mancenans;39040
25366;Mancenans-Lizerne;N/A
25367;Mandeure;23710
25368;Marchaux-Chaudefontaine;N/A
25369;Marvelise;40680
25370;Mathay;23900
25371;Mazerolles-le-Salin;22800
25372;Médière;27450
25373;Le Mémont;25040
25374;Mercey-le-Grand;24130
25375;Les Monts-Ronds;26570
25376;Mérey-Vieilley;27960
25377;Mésandans;22680
25378;Meslières;25830
25379;Mesmay;24360
25380;Métabief;20210
25381;Miserey-Salines;22700
25382;Moncey;23580
25383;Moncley;24000
25384;Mondon;26050
25385;Montagney-Servigney;24000
25386;Montancy;24370
25387;Montandon;23550
25388;Montbéliard;22680
25389;Montbéliardot;22130
25390;Montbenoît;30630
25391;Mont-de-Laval;27970
25392;Mont-de-Vougney;23000
25393;Montécheroux;24960
25394;Montenois;22670
25395;Montfaucon;22760
25397;Montferrand-le-Château;27160
25398;Montflovin;23020
25400;Montgesoye;26070
25401;Montivernage;23860
25402;Montjoie-le-Château;22740
25403;Montlebon;21350
25404;Montmahoux;26670
25405;Montperreux;30150
25406;Montrond-le-Château;22910
25408;Montussaint;24080
25410;Morre;22320
25411;Morteau;23770
25413;Mouthe;25760
25414;Le Moutherot;39050
25415;Mouthier-Haute-Pierre;27560
25416;Myon;27460
25417;Naisey-les-Granges;23970
25418;Nancray;22310
25419;Nans;23590
25420;Nans-sous-Sainte-Anne;24540
25421;Narbief;21380
25422;Neuchâtel-Urtière;22850
25424;Les Premiers Sapins;26340
25425;Noël-Cerneux;19270
25426;Noirefontaine;25060
25427;Noironte;24820
25428;Nommay;24310
25429;Novillars;25360
25430;Ollans;24350
25431;Onans;23150
25432;Orchamps-Vennes;26920
25433;Orgeans-Blanchefontaine;23190
25434;Ornans;22120
25435;Orsans;23670
25436;Orve;26110
25437;Osse;22760
25438;Osselle-Routelle;19670
25439;Ougney-Douvot;26340
25440;Ouhans;25850
25441;Ouvans;23220
25442;Oye-et-Pallet;20620
25443;Palantine;23690
25444;Palise;23860
25445;Paroy;23080
25446;Passavant;25700
25447;Passonfontaine;24110
25448;Pelousey;20910
25449;Péseux;39410
25450;Pessans;25580
25451;Petite-Chaux;41380
25452;Pierrefontaine-lès-Blamont;22250
25453;Pierrefontaine-les-Varans;41060
25454;Pirey;22150
25455;Placey;21850
25456;Plaimbois-du-Miroir;23150
25457;Plaimbois-Vennes;22200
25458;Les Plains-et-Grands-Essarts;21910
25459;La Planée;23070
25460;Le Val;23160
25461;Pompierre-sur-Doubs;26250
25462;Pontarlier;22480
25463;Pont-de-Roide-Vermondans;23860
25464;Les Pontets;23550
25465;Pont-les-Moulins;19690
25466;Pouilley-Français;29390
25467;Pouilley-les-Vignes;37000
25468;Pouligney-Lusans;19300
25469;Présentevillers;22120
25470;La Prétière;25000
25471;Provenchère;26820
25472;Puessans;29750
25473;Pugey;24690
25474;Le Puy;23360
25475;Quingey;22820
25476;Rahon;25070
25477;Rancenay;23580
25478;Randevillers;22720
25479;Rang;23880
25481;Raynans;22530
25482;Recologne;20220
25483;Reculfoz;25090
25485;Rémondans-Vaivre;37620
25486;Remoray-Boujeons;39640
25487;Renédale;21030
25488;Rennes-sur-Loue;N/A
25489;Reugney;22500
25490;Rigney;23880
25491;Rignosot;22040
25492;Rillans;23250
25493;La Rivière-Drugeon;25610
25494;Rochejean;22220
25495;Roche-lez-Beaupré;30760
25496;Roche-lès-Clerval;25080
25497;Roches-lès-Blamont;25820
25498;Rognon;24660
25499;Romain;20230
25500;Ronchaux;22540
25501;Rondefontaine;22670
25502;Roset-Fluans;N/A
25503;Rosières-sur-Barbèche;21320
25504;Rosureux;20600
25505;Rougemont;21150
25506;Rougemontot;22450
25507;Rouhe;18660
25508;Roulans;23590
25510;Ruffey-le-Château;22140
25511;Rurey;21650
25512;Le Russey;20900
25513;Sainte-Anne;22020
25514;Saint-Antoine;21040
25515;Sainte-Colombe;23420
25516;Saint-Georges-Armont;N/A
25517;Saint-Gorgon-Main;22590
25518;Saint-Hilaire;22440
25519;Saint-Hippolyte;N/A
25520;Saint-Juan;20340
25521;Saint-Julien-lès-Montbéliard;20330
25522;Saint-Julien-lès-Russey;20110
25523;Sainte-Marie;20150
25524;Saint-Maurice-Colombier;19350
25525;Saint-Point-Lac;N/A
25526;Sainte-Suzanne;22340
25527;Saint-Vit;21990
25528;Samson;N/A
25529;Sancey;23220
25532;Saône;19980
25533;Saraz;22010
25534;Sarrageois;23720
25535;Saules;21120
25536;Sauvagney;17910
25537;Scey-Maisières;20150
25538;Séchin;26090
25539;Seloncourt;21540
25540;Semondans;16860
25541;Septfontaines;N/A
25542;Serre-les-Sapins;21890
25544;Servin;N/A
25545;Silley-Amancey;20270
25546;Silley-Bléfond;19440
25547;Sochaux;23320
25548;Solemont;23170
25549;Sombacour;N/A
25550;La Sommette;N/A
25551;Soulce-Cernay;21850
25552;Sourans;23880
25553;Soye;21310
25554;Surmont;23210
25555;Taillecourt;19980
25556;Tallans;24720
25557;Tallenay;22210
25558;Tarcenay-Foucherans;25410
25559;Thiébouhans;22320
25560;Thise;N/A
25561;Thoraise;21760
25562;Thulay;18700
25563;Thurey-le-Mont;19340
25564;Torpes;17010
25565;Touillon-et-Loutelet;21900
25566;La Tour-de-Sçay;19130
25567;Tournans;25020
25569;Trépot;20900
25570;Tressandans;19970
25571;Trévillers;20370
25572;Trouvans;22790
25573;Urtière;22010
25574;Uzelle;N/A
25575;Vaire;N/A
25578;Valdahon;21220
25579;Val-de-Roulans;22700
25580;Valentigney;24960
25582;Valleroy;21740
25583;Valonne;20940
25584;Valoreille;22410
25586;Vandoncourt;25350
25588;Vaucluse;23770
25589;Vauclusotte;20530
25590;Vaudrivillers;18570
25591;Vaufrey;25840
25592;Vaux-et-Chantegrue;22790
25594;Velesmes-Essarts;21270
25595;Vellerot-lès-Belvoir;22620
25596;Vellerot-lès-Vercel;24480
25597;Vellevans;22860
25598;Venise;21890
25599;Vennans;N/A
25600;Vennes;N/A
25601;Vercel-Villedieu-le-Camp;21600
25602;Vergranne;22130
25604;Verne;N/A
25605;Vernierfontaine;19120
25607;Vernois-lès-Belvoir;24840
25608;Le Vernoy;15620
25609;Verrières-de-Joux;22610
25611;La Vèze;18840
25612;Vieilley;26230
25613;Viéthorey;22600
25614;Vieux-Charmont;20630
25615;Villars-lès-Blamont;20840
25616;Villars-Saint-Georges;21620
25617;Villars-sous-Dampjoux;20250
25618;Villars-sous-Écot;N/A
25619;Les Villedieu;23360
25620;Ville-du-Pont;19110
25621;Villeneuve-d'Amont;N/A
25622;Villers-Buzon;23920
25623;Villers-Chief;21390
25624;Villers-Grélot;19820
25625;Villers-la-Combe;22420
25626;Villers-Saint-Martin;21170
25627;Villers-sous-Chalamont;22200
25629;Voillans;21690
25630;Voires;19010
25631;Vorges-les-Pins;N/A
25632;Voujeaucourt;22210
25633;Vuillafans;23140
25634;Vuillecin;21120
25635;Vyt-lès-Belvoir;20230
26001;Solaure en Diois;N/A
26002;Albon;22060
26003;Aleyrac;20860
26004;Alixan;22480
26005;Allan;16650
26006;Allex;20220
26007;Ambonil;23550
26008;Ancône;N/A
26009;Andancette;19720
26010;Anneyron;22870
26011;Aouste-sur-Sye;21930
26012;Arnayon;19700
26013;Arpavon;19780
26014;Arthémonay;18500
26015;Aubenasson;20840
26016;Aubres;23310
26017;Aucelon;25790
26018;Aulan;22860
26019;Aurel;20120
26020;La Répara-Auriples;18260
26021;Autichamp;25250
26022;Ballons;19540
26023;Barbières;23770
26024;Barcelonne;23820
26025;Barnave;N/A
26026;Barret-de-Lioure;22140
26027;Barsac;N/A
26028;Bathernay;N/A
26030;La Bâtie-des-Fonds;26700
26031;La Bâtie-Rolland;N/A
26032;La Baume-Cornillane;23230
26033;La Baume-de-Transit;22370
26034;La Baume-d'Hostun;24570
26035;Beaufort-sur-Gervanne;20970
26036;Beaumont-en-Diois;22270
26037;Beaumont-lès-Valence;20500
26038;Beaumont-Monteux;20010
26039;Beauregard-Baret;19220
26040;Beaurières;21880
26041;Beausemblant;20430
26042;Beauvallon;21420
26043;Beauvoisin;20240
26045;La Bégude-de-Mazenc;23210
26046;Bellecombe-Tarendol;22100
26047;Bellegarde-en-Diois;18830
26048;Bénivay-Ollon;N/A
26049;Bésayes;23950
26050;Bésignan;N/A
26051;Bézaudun-sur-Bîne;21850
26052;Bonlieu-sur-Roubion;18210
26054;Bouchet;21560
26055;Boulc;20860
26056;Bourdeaux;20160
26057;Bourg-de-Péage;24000
26058;Bourg-lès-Valence;22540
26059;Bouvante;22150
26060;Bouvières;21760
26061;Bren;N/A
26062;Brette;18780
26063;Buis-les-Baronnies;25090
26064;Chabeuil;20800
26065;Chabrillan;22810
26066;Le Chaffal;23620
26067;Chalancon;24250
26068;Le Chalon;19920
26069;Chamaloc;19570
26070;Chamaret;21820
26071;Chanos-Curson;22410
26072;Chantemerle-les-Blés;22250
26073;Chantemerle-lès-Grignan;N/A
26074;La Chapelle-en-Vercors;19670
26075;La Charce;23340
26076;Charens;23840
26077;Charmes-sur-l'Herbasse;22520
26078;Charols;22810
26079;Charpey;21370
26080;Chastel-Arnaud;18030
26081;Châteaudouble;23310
26082;Châteauneuf-de-Bordette;19320
26083;Châteauneuf-de-Galaure;N/A
26084;Châteauneuf-sur-Isère;21320
26085;Châteauneuf-du-Rhône;N/A
26086;Châtillon-en-Diois;22970
26087;Châtillon-Saint-Jean;23740
26088;Chatuzange-le-Goubet;19980
26089;Chaudebonne;22690
26090;La Chaudière;21490
26091;Chauvac-Laux-Montaux;21480
26092;Chavannes;22330
26093;Clansayes;N/A
26094;Claveyson;21960
26095;Cléon-d'Andran;22820
26096;Clérieux;21100
26097;Cliousclat;20550
26098;Cobonne;20390
26099;Colonzelle;21830
26100;Combovin;23600
26101;Comps;N/A
26102;Condillac;21300
26103;Condorcet;20360
26104;Cornillac;N/A
26105;Cornillon-sur-l'Oule;21780
26106;La Coucourde;23190
26107;Crépol;20890
26108;Crest;N/A
26110;Crozes-Hermitage;23650
26111;Crupies;19790
26112;Curnier;22690
26113;Die;22030
26114;Dieulefit;N/A
26115;Divajeu;19490
26116;Donzère;20610
26117;Échevis;19810
26118;Épinouze;20040
26119;Érôme;20300
26121;Espeluche;20930
26122;Espenel;N/A
26123;Establet;23860
26124;Étoile-sur-Rhône;20380
26125;Eurre;N/A
26126;Eygalayes;21270
26127;Eygaliers;22510
26128;Eygluy-Escoulin;17720
26129;Eymeux;22300
26130;Eyroles;N/A
26131;Eyzahut;N/A
26133;Fay-le-Clos;N/A
26134;Félines-sur-Rimandoule;23960
26135;Ferrassières;23000
26136;Val-Maravel;20400
26137;Francillon-sur-Roubion;19460
26138;La Garde-Adhémar;26100
26139;Génissieux;21810
26140;Geyssans;24750
26141;Gigors-et-Lozeron;19450
26142;Glandage;21300
26143;Le Grand-Serre;22810
26144;Grane;23340
26145;Les Granges-Gontardes;18950
26146;Grignan;N/A
26147;Gumiane;N/A
26148;Hauterives;20480
26149;Hostun;23340
26150;Izon-la-Bruisse;20440
26152;Jonchères;20920
26153;Laborel;18290
26154;Lachau;N/A
26155;Lapeyrouse-Mornay;21680
26156;Larnage;19630
26157;La Laupie;16980
26159;Laval-d'Aix;22880
26160;Laveyron;20860
26161;Lemps;N/A
26162;Lens-Lestang;24150
26163;Léoncel;23400
26164;Lesches-en-Diois;22240
26165;Livron-sur-Drôme;20590
26166;Loriol-sur-Drôme;19900
26167;Luc-en-Diois;N/A
26168;Lus-la-Croix-Haute;20540
26169;Malataverne;24610
26170;Malissard;20610
26171;Manas;23550
26172;Manthes;23180
26173;Marches;22170
26174;Margès;21390
26175;Marignac-en-Diois;20950
26176;Marsanne;23060
26177;Marsaz;18270
26178;Menglon;22730
26179;Mercurol-Veaunes;22350
26180;Mérindol-les-Oliviers;19500
26181;Mévouillon;21460
26182;Mirabel-aux-Baronnies;23690
26183;Mirabel-et-Blacons;32520
26185;Mirmande;15660
26186;Miscon;18960
26188;Mollans-sur-Ouvèze;19220
26189;Montauban-sur-l'Ouvèze;22320
26190;Montaulieu;19200
26191;Montboucher-sur-Jabron;20630
26192;Montbrison-sur-Lez;22580
26193;Montbrun-les-Bains;21800
26194;Montchenu;20120
26195;Montclar-sur-Gervanne;21660
26196;Montéléger;21350
26197;Montélier;25620
26198;Montélimar;25570
26199;Montferrand-la-Fare;19510
26200;Montfroc;19260
26201;Montguers;25320
26202;Montjoux;21130
26203;Montjoyer;24490
26204;Montlaur-en-Diois;22470
26205;Montmaur-en-Diois;21390
26206;Montmeyran;22190
26207;Montmiral;19100
26208;Montoison;24270
26209;Montréal-les-Sources;24080
26210;Valherbasse;26260
26211;Montségur-sur-Lauzon;19000
26212;Montvendre;21850
26213;Moras-en-Valloire;20210
26214;Mornans;18600
26215;La Motte-Chalancon;20420
26216;Saint-Jean-de-Galaure;22410
26217;La Motte-Fanjas;21020
26218;Mours-Saint-Eusèbe;20550
26220;Nyons;22000
26221;Omblèze;20340
26222;Orcinas;22220
26223;Oriol-en-Royans;22630
26224;Ourches;20610
26225;Parnans;N/A
26226;Le Pègue;21050
26227;Pelonne;25050
26228;Pennes-le-Sec;N/A
26229;La Penne-sur-l'Ouvèze;20310
26231;Peyrins;24520
26232;Peyrus;19380
26233;Piégon;20750
26234;Piégros-la-Clastre;N/A
26235;Pierrelatte;23680
26236;Pierrelongue;21030
26238;Les Pilles;N/A
26239;Plaisians;19400
26240;Plan-de-Baix;21540
26241;Le Poët-Célard;22560
26242;Le Poët-en-Percip;17300
26243;Le Poët-Laval;24430
26244;Le Poët-Sigillat;19080
26245;Pommerol;24470
26246;Ponet-et-Saint-Auban;18910
26247;Ponsas;21170
26248;Pontaix;21950
26249;Pont-de-Barret;19060
26250;Pont-de-l'Isère;21830
26251;Portes-en-Valdaine;20920
26252;Portes-lès-Valence;22460
26253;Poyols;22210
26254;Pradelle;20300
26255;Les Prés;22800
26256;Propiac;20360
26257;Puygiron;19790
26258;Puy-Saint-Martin;18340
26259;Ratières;20330
26261;Réauville;N/A
26262;Recoubeau-Jansac;16280
26263;Reilhanette;23230
26264;Rémuzat;24170
26266;Rimon-et-Savel;N/A
26267;Rioms;18340
26268;Rochebaudin;19940
26269;Rochebrune;24220
26270;Rochechinard;17980
26271;La Roche-de-Glun;21720
26272;Rochefort-en-Valdaine;22030
26273;Rochefort-Samson;19980
26274;Rochefourchat;22740
26275;Rochegude;22730
26276;Roche-Saint-Secret-Béconne;21550
26277;La Roche-sur-Grane;N/A
26278;La Roche-sur-le-Buis;20880
26279;La Rochette-du-Buis;21110
26281;Romans-sur-Isère;22360
26282;Romeyer;21820
26283;Rottier;22670
26284;Roussas;N/A
26285;Rousset-les-Vignes;19490
26286;Roussieux;20340
26287;Roynac;20650
26288;Sahune;24570
26289;Saillans;23210
26290;Saint-Agnan-en-Vercors;17580
26291;Saint-Andéol;19120
26292;Saint-Auban-sur-l'Ouvèze;25590
26293;Saint-Avit;21310
26294;Saint-Bardoux;N/A
26295;Saint-Barthélemy-de-Vals;23000
26296;Saint-Benoit-en-Diois;22000
26298;Saint-Christophe-et-le-Laris;25510
26299;Sainte-Croix;19520
26300;Saint-Dizier-en-Diois;19120
26301;Saint-Donat-sur-l'Herbasse;21020
26302;Sainte-Eulalie-en-Royans;24100
26303;Sainte-Euphémie-sur-Ouvèze;24540
26304;Saint-Ferréol-Trente-Pas;N/A
26305;Saint-Gervais-sur-Roubion;18860
26306;Sainte-Jalle;21580
26307;Saint-Jean-en-Royans;22120
26308;Saint-Julien-en-Quint;19120
26309;Saint-Julien-en-Vercors;22330
26310;Saint-Laurent-d'Onay;20720
26311;Saint-Laurent-en-Royans;N/A
26312;Saint-Marcel-lès-Sauzet;23440
26313;Saint-Marcel-lès-Valence;19850
26314;Saint-Martin-d'Août;21480
26315;Saint-Martin-en-Vercors;21250
26316;Saint-Martin-le-Colonel;20390
26317;Saint-Maurice-sur-Eygues;N/A
26318;Saint-May;23940
26319;Saint-Michel-sur-Savasse;20690
26320;Saint-Nazaire-en-Royans;19530
26321;Saint-Nazaire-le-Désert;24300
26322;Saint-Pantaléon-les-Vignes;N/A
26323;Saint-Paul-lès-Romans;25460
26324;Saint-Paul-Trois-Châteaux;20040
26325;Saint-Rambert-d'Albon;21870
26326;Saint-Restitut;22620
26327;Saint-Roman;18950
26328;Saint-Sauveur-en-Diois;21570
26329;Saint-Sauveur-Gouvernet;N/A
26330;Saint-Sorlin-en-Valloire;17270
26331;Saint-Thomas-en-Royans;19120
26332;Saint-Uze;22490
26333;Saint-Vallier;21890
26334;Salettes;20650
26335;Salles-sous-Bois;21420
26336;Saou;19660
26337;Saulce-sur-Rhône;19120
26338;Sauzet;22470
26339;Savasse;26220
26340;Séderon;19680
26341;Serves-sur-Rhône;22060
26342;Solérieux;21750
26343;Souspierre;N/A
26344;Soyans;22040
26345;Suze-la-Rousse;22950
26346;Suze;22870
26347;Tain-l'Hermitage;N/A
26348;Taulignan;17930
26349;Tersanne;18500
26350;Teyssières;19020
26351;Les Tonils;22620
26352;La Touche;20520
26353;Les Tourrettes;20040
26355;Triors;22430
26356;Truinas;18020
26357;Tulette;24220
26358;Upie;21570
26359;Vachères-en-Quint;22100
26360;Valaurie;29000
26361;Valdrôme;N/A
26362;Valence;22700
26363;Valouse;21540
26364;Vassieux-en-Vercors;N/A
26365;Vaunaveys-la-Rochette;N/A
26367;Venterol;22580
26368;Vercheny;20190
26369;Verclause;24990
26370;Vercoiran;27750
26371;Véronne;19180
26372;Vers-sur-Méouge;20990
26373;Vesc;21160
26374;Villebois-les-Pins;22130
26375;Villefranche-le-Château;20400
26376;Villeperdrix;23090
26377;Vinsobres;23260
26378;Volvent;21100
26379;Granges-les-Beaumont;N/A
26380;Gervans;19000
26381;Jaillans;N/A
26382;Saint-Vincent-la-Commanderie;17200
27001;Aclou;18970
27002;Acon;20440
27003;Acquigny;22980
27004;Aigleville;24990
27005;Ailly;N/A
27006;Aizier;23140
27008;Alizay;22510
27009;Ambenay;24030
27010;Amécourt;19490
27011;Amfreville-Saint-Amand;22610
27012;Amfreville-les-Champs;21030
27013;Amfreville-sous-les-Monts;21560
27014;Amfreville-sur-Iton;N/A
27015;Andé;N/A
27016;Les Andelys;19540
27017;Angerville-la-Campagne;21920
27018;Appeville-Annebault;16300
27019;Armentières-sur-Avre;21860
27020;Arnières-sur-Iton;23700
27021;Asnières;N/A
27022;Le Val d'Hazey;N/A
27023;Aulnay-sur-Iton;23140
27025;Autheuil-Authouillet;24280
27026;Authevernes;N/A
27027;Les Authieux;22510
27028;Authou;23800
27031;Aviron;20900
27032;Chambois;N/A
27033;Bacquepuis;22030
27034;Bacqueville;22290
27035;Bailleul-la-Vallée;23840
27036;Bâlines;N/A
27037;Barc;20730
27038;Les Barils;N/A
27039;Barneville-sur-Seine;21940
27040;Barquet;N/A
27042;Barville;20790
27043;Les Baux-de-Breteuil;23350
27044;Les Baux-Sainte-Croix;22580
27045;Bazincourt-sur-Epte;N/A
27046;Bazoques;20380
27047;Beaubray;19290
27048;Beauficel-en-Lyons;20850
