Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Densité de population 2019
42238;Saint-Jean-la-Vêtre;19.73
42239;Saint-Jean-Saint-Maurice-sur-Loire;48.92
42240;Saint-Jean-Soleymieux;52.16
42241;Saint-Jodard;58.65
42242;Saint-Joseph;239.5
42243;Saint-Julien-d'Oddes;27.19
42245;Vêtre-sur-Anzon;28.89
42246;Saint-Julien-Molin-Molette;120.95
42247;Saint-Just-en-Bas;13.46
42248;Saint-Just-en-Chevalet;38.71
42249;Saint-Just-la-Pendue;83.3
42251;Saint-Laurent-la-Conche;37.46
42252;Saint-Laurent-Rochefort;16.15
42253;Saint-Léger-sur-Roanne;256.54
42254;Saint-Marcel-de-Félines;35.62
42255;Saint-Marcel-d'Urfé;20.33
42256;Saint-Marcellin-en-Forez;160.86
42257;Saint-Martin-d'Estréaux;28.24
42259;Saint-Martin-la-Plaine;393.3
42260;Saint-Martin-la-Sauveté;29.93
42261;Saint-Martin-Lestra;55.48
42262;Saint-Maurice-en-Gourgois;57.08
42264;Saint-Médard-en-Forez;94.32
42265;Saint-Michel-sur-Rhône;145.83
42266;Saint-Nizier-de-Fornas;41.75
42267;Saint-Nizier-sous-Charlieu;132.19
42268;Vézelin-sur-Loire;20.22
42269;Saint-Paul-d'Uzore;18.3
42270;Saint-Paul-en-Cornillon;364.78
42271;Saint-Paul-en-Jarez;241.09
42272;Saint-Pierre-de-Bœuf;286.39
42273;Saint-Pierre-la-Noaille;52.84
42274;Saint-Polgues;44.54
42275;Saint-Priest-en-Jarez;1988.93
42276;Saint-Priest-la-Prugne;11.72
42277;Saint-Priest-la-Roche;25.26
42278;Saint-Priest-la-Vêtre;27.85
42279;Saint-Just-Saint-Rambert;374.82
42280;Saint-Régis-du-Coin;19.71
42281;Saint-Rirand;8.16
42282;Saint-Romain-d'Urfé;15.93
42283;Saint-Romain-en-Jarez;71.82
42284;Saint-Romain-la-Motte;51.42
42285;Saint-Romain-le-Puy;193.47
42286;Saint-Romain-les-Atheux;64.65
42287;Saint-Sauveur-en-Rue;35.96
42288;Saint-Sixte;45.99
42289;Saint-Symphorien-de-Lay;56.57
42290;Saint-Thomas-la-Garde;172.43
42293;Saint-Victor-sur-Rhins;104.2
42294;Saint-Vincent-de-Boisset;236.98
42295;Les Salles;22.05
42296;Salt-en-Donzy;61.25
42297;Salvizinet;54.89
42298;Sauvain;12.47
42299;Savigneux;178.74
42300;Sevelinges;78.51
42301;Soleymieux;78.3
42302;Sorbiers;645.94
42303;Souternon;16.19
42304;Sury-le-Comtal;275.14
42305;La Talaudière;914.42
42306;Tarentaise;38.42
42307;Tartaras;230.69
42308;La Terrasse-sur-Dorlay;89.3
42310;Thélis-la-Combe;10.23
42311;La Tour-en-Jarez;291.29
42312;La Tourette;107.26
42313;Trelins;82.2
42314;La Tuilière;9.36
42315;Unias;78.77
42316;Unieux;981.12
42317;Urbise;8
42318;Usson-en-Forez;31.48
42319;Valeille;42.91
42320;Valfleury;80.62
42321;La Valla-sur-Rochefort;11.36
42322;La Valla-en-Gier;30.91
42323;Veauche;861.96
42324;Veauchette;158.09
42325;Vendranges;33.75
42326;Véranne;54.95
42327;Vérin;217.7
42328;Verrières-en-Forez;33.63
42329;La Versanne;24.92
42330;Villars;1388.46
42331;Villemontais;80.28
42332;Villerest;339.41
42333;Villers;102.79
42334;Violay;46.18
42335;Viricelles;221
42336;Virigneux;53.8
42337;Vivans;8.9
42338;Vougy;71.2
42339;Chausseterre;13.15
43001;Agnat;9.06
43002;Aiguilhe;1339.09
43003;Allègre;37.08
43004;Alleyrac;10.49
43005;Alleyras;6.28
43006;Ally;4.14
43007;Araules;19.36
43008;Arlempdes;10.41
43009;Arlet;3.98
43010;Arsac-en-Velay;98.19
43011;Aubazat;10.87
43012;Aurec-sur-Loire;273.71
43013;Vissac-Auteyrac;17.89
43014;Autrac;6.62
43015;Auvers;2.33
43016;Auzon;52.95
43017;Azérat;15.57
43018;Bains;36.63
43019;Barges;15.38
43020;Bas-en-Basset;93.61
43021;Beaulieu;46.7
43022;Beaumont;22.94
43023;Beaune-sur-Arzon;14.6
43024;Beaux;50.72
43025;Beauzac;81.72
43026;Bellevue-la-Montagne;13.59
43027;Berbezit;4.33
43028;Bessamorel;64.04
43029;La Besseyre-Saint-Mary;4.5
43030;Blanzac;46.52
43031;Blassac;10.75
43032;Blavozy;264.42
43033;Blesle;21.34
43034;Boisset;25.28
43035;Bonneval;4.64
43036;Borne;74.64
43037;Le Bouchet-Saint-Nicolas;14.5
43038;Bournoncle-Saint-Pierre;61.76
43039;Le Brignon;17.45
43040;Brioude;488.83
43041;Brives-Charensac;859.34
43042;Cayres;24.3
43043;Céaux-d'Allègre;14.5
43044;Cerzat;20.08
43045;Ceyssac;39.23
43046;Chadrac;993.55
43047;Chadron;24.38
43048;La Chaise-Dieu;45.36
43049;Chamalières-sur-Loire;36.34
43050;Chambezon;24.36
43051;Le Chambon-sur-Lignon;58.28
43052;Champagnac-le-Vieux;9.36
43053;Champclause;9.21
43054;Chanaleilles;3.63
43055;Chaniat;11.84
43056;Chanteuges;26.21
43057;La Chapelle-Bertin;4.07
43058;La Chapelle-d'Aurec;89.4
43059;La Chapelle-Geneste;6.04
43060;Charraix;7.29
43061;Chaspinhac;52.8
43062;Chaspuzac;82.5
43063;Chassagnes;12.75
43064;Chassignolles;3.5
43065;Chastel;4.44
43066;Chaudeyrolles;6.24
43067;Chavaniac-Lafayette;31.87
43068;Chazelles;6.73
43069;Chenereilles;22.12
43070;Chilhac;41.61
43071;Chomelix;17.83
43072;La Chomette;22.17
43073;Cistrières;6.12
43074;Cohade;88.49
43075;Collat;7.14
43076;Connangles;6.26
43077;Costaros;139.74
43078;Coubon;143.33
43079;Couteuges;29.11
43080;Craponne-sur-Arzon;58.47
43082;Cronce;4.4
43083;Cubelles;12.37
43084;Cussac-sur-Loire;163.39
43085;Desges;3.33
43086;Domeyrat;18.7
43087;Dunières;76.78
43088;Espalem;22.02
43089;Espaly-Saint-Marcel;555.96
43090;Esplantas-Vazeilles;7.41
43091;Les Estables;9.55
43092;Fay-sur-Lignon;26.81
43093;Félines;15.85
43094;Ferrussac;4.8
43095;Fix-Saint-Geneys;16.94
43096;Fontannes;92.32
43097;Freycenet-la-Cuche;6.46
43098;Freycenet-la-Tour;13.75
43099;Frugerès-les-Mines;511.11
43100;Frugières-le-Pin;15.04
43101;Goudet;12.67
43102;Grazac;50.92
43103;Grenier-Montgon;22.55
43104;Grèzes;5.5
43105;Javaugues;25.5
43106;Jax;12.15
43107;Josat;6.91
43108;Jullianges;23.81
43109;Lafarre;5.91
43110;Lamothe;68.95
43111;Landos;24.05
43112;Langeac;102.8
43113;Lantriac;84.23
43114;Lapte;56.23
43115;Laussonne;40.18
43116;Laval-sur-Doulon;5.13
43117;Lavaudieu;14.08
43118;Lavoûte-Chilhac;75.35
43119;Lavoûte-sur-Loire;81.89
43120;Lempdes-sur-Allagnon;127.4
43121;Léotoing;11.04
43122;Lissac;24.02
43123;Lorlanges;27.12
43124;Loudes;38.27
43125;Lubilhac;3.36
43126;Malrevers;54.01
43127;Malvalette;40.27
43128;Malvières;9.77
43129;Le Mas-de-Tence;12.16
43130;Mazet-Saint-Voy;24.66
43131;Mazerat-Aurouze;11.99
43132;Mazeyrat-d'Allier;32.15
43133;Mercœur;5.05
43134;Mézères;17.48
43135;Le Monastier-sur-Gazeille;44.88
43136;Monistrol-d'Allier;7.72
43137;Monistrol-sur-Loire;183.94
43138;Monlet;11.54
43139;Montclard;5.64
43140;Le Monteil;308.56
43141;Montfaucon-en-Velay;230.26
43142;Montregard;14.68
43143;Montusclat;12.23
43144;Moudeyres;10.59
43145;Ouides;5.33
43147;Paulhac;75.95
43148;Paulhaguet;77.29
43149;Pébrac;6.5
43150;Le Pertuis;39.36
43151;Pinols;5.44
43152;Polignac;85.13
43153;Pont-Salomon;225.62
43154;Pradelles;31.24
43155;Prades;12.86
43156;Présailles;5.17
43157;Le Puy-en-Velay;1144.43
43158;Queyrières;23.87
43159;Raucoules;44.74
43160;Rauret;9.35
43162;Retournac;65.34
43163;Riotord;22.73
43164;Roche-en-Régnier;18.05
43165;Rosières;57.08
43166;Saint-André-de-Chalencon;21.8
43167;Saint-Arcons-d'Allier;11.88
43168;Saint-Arcons-de-Barges;7.54
43169;Saint-Austremoine;4.33
43170;Saint-Beauzire;19.18
43171;Saint-Bérain;6.54
43172;Saint-Bonnet-le-Froid;16.27
43173;Saint-Christophe-d'Allier;4.77
43174;Saint-Christophe-sur-Dolaison;34.86
43175;Saint-Cirgues;12.04
43177;Saint-Didier-en-Velay;135.02
43178;Saint-Didier-sur-Doulon;5.68
43180;Saint-Étienne-du-Vigan;10.39
43181;Saint-Étienne-Lardeyrol;64.24
43182;Saint-Étienne-sur-Blesle;3
43183;Sainte-Eugénie-de-Villeneuve;18.49
43184;Saint-Ferréol-d'Auroure;227.93
43185;Sainte-Florine;417.21
43186;Saint-Front;7.68
43187;Saint-Geneys-près-Saint-Paulien;19.35
43188;Saint-Georges-d'Aurac;27.15
43189;Saint-Georges-Lagricol;27.02
43190;Saint-Germain-Laprade;130.51
43191;Saint-Géron;23.14
43192;Saint-Haon;7.53
43193;Saint-Hilaire;10.93
43194;Saint-Hostien;53.08
43195;Saint-Ilpize;15.75
43196;Saint-Jean-d'Aubrigoux;9.78
43197;Saint-Jean-de-Nay;12.42
43198;Saint-Jean-Lachalm;8.52
43199;Saint-Jeures;28.35
43200;Saint-Julien-Chapteuil;70.67
43201;Saint-Julien-d'Ance;13.75
43202;Saint-Julien-des-Chazes;10.71
43203;Saint-Julien-du-Pinet;28.02
43204;Saint-Julien-Molhesabate;6.33
43205;Saint-Just-Malmont;181.49
43206;Saint-Just-près-Brioude;8.76
43207;Saint-Laurent-Chabreuges;29.75
43208;Sainte-Marguerite;7.98
43210;Saint-Martin-de-Fugères;11.02
43211;Saint-Maurice-de-Lignon;87.13
43212;Saint-Pal-de-Chalencon;34.85
43213;Saint-Pal-de-Mons;84.58
43214;Saint-Pal-de-Senouire;5.99
43215;Saint-Paul-de-Tartas;6.77
43216;Saint-Paulien;59.93
43217;Saint-Pierre-du-Champ;17.43
43218;Saint-Pierre-Eynac;49.48
43219;Saint-Préjet-Armandon;13.34
43220;Saint-Préjet-d'Allier;7.11
43221;Saint-Privat-d'Allier;10.54
43222;Saint-Privat-du-Dragon;7.48
43223;Saint-Romain-Lachalm;58.15
43224;Sainte-Sigolène;195.46
43225;Saint-Vénérand;5.37
43226;Saint-Vert;5.18
43227;Saint-Victor-Malescours;56.81
43228;Saint-Victor-sur-Arlanc;7.58
43229;Saint-Vidal;79.12
43230;Saint-Vincent;50.39
43231;Salettes;6.71
43232;Salzuit;44.84
43233;Sanssac-l'Église;71.2
43234;Saugues;21.54
43236;La Séauve-sur-Semène;188.3
43237;Sembadel;12.21
43238;Séneujols;24.43
43239;Siaugues-Sainte-Marie;20
43240;Solignac-sous-Roche;30.4
43241;Solignac-sur-Loire;53
43242;Tailhac;5.75
43244;Tence;58.98
43245;Thoras;4.94
43246;Tiranges;17.29
43247;Torsiac;7.4
43249;Valprivas;21.98
43250;Vals-le-Chastel;10.78
43251;Vals-près-le-Puy;667.97
43252;Varennes-Saint-Honorat;2.02
43253;Les Vastres;6.43
43254;Vazeilles-Limandre;22.78
43256;Venteuges;8.72
43257;Vergezac;25.46
43258;Vergongheon;143.93
43259;Vernassal;18.82
43260;Le Vernet;6.02
43261;Vézézoux;86.54
43262;Vieille-Brioude;42.13
43263;Vielprat;9.25
43264;Villeneuve-d'Allier;19.92
43265;Les Villettes;122.41
43267;Vorey;37.06
43268;Yssingeaux;90.33
44001;Abbaretz;33.47
44002;Aigrefeuille-sur-Maine;275.31
44003;Ancenis-Saint-Géréon;400.18
44005;Chaumes-en-Retz;90.07
44006;Assérac;56.12
44007;Avessac;32.13
44009;Basse-Goulaine;664.92
44010;Batz-sur-Mer;304.64
44012;La Bernerie-en-Retz;500.66
44013;Besné;181.47
44014;Le Bignon;141.87
44015;Blain;97.86
44016;La Boissière-du-Doré;112.01
44018;Bouaye;579.03
44019;Bouée;47.86
44020;Bouguenais;631.84
44021;Villeneuve-en-Retz;67.35
44022;Boussay;101.4
44023;Bouvron;64.41
44024;Brains;186.09
44025;Campbon;79.47
44026;Carquefou;469.02
44027;Casson;149.91
44028;Le Cellier;110.42
44029;Divatte-sur-Loire;205.75
44030;La Chapelle-des-Marais;240.33
44031;La Chapelle-Glain;23.13
44032;La Chapelle-Heulin;249.22
44033;La Chapelle-Launay;126.71
44035;La Chapelle-sur-Erdre;585.01
44036;Châteaubriant;357.85
44037;Château-Thébaud;179.37
44038;Chauvé;71.5
44039;Cheix-en-Retz;134.29
44041;La Chevrolière;177.58
44043;Clisson;657.96
44044;Conquereuil;33.31
44045;Cordemais;100.91
44046;Corsept;111.77
44047;Couëron;506.68
44048;Couffé;63.75
44049;Le Croisic;915.11
44050;Crossac;115.4
44051;Derval;55.19
44052;Donges;168.08
44053;Drefféac;160.31
44054;Erbray;52.3
44055;La Baule-Escoublac;732.54
44056;Fay-de-Bretagne;56.72
44057;Fégréac;53.17
44058;Fercé;21.42
44061;Frossay;56.2
44062;Le Gâvre;33.99
44063;Gétigné;155.15
44064;Gorges;307.61
44065;Grand-Auverné;22.35
44066;Grandchamps-des-Fontaines;190.11
44067;Guémené-Penfao;49.6
44068;Guenrouet;48.27
44069;Guérande;197.84
44070;La Haie-Fouassière;397.21
44071;Haute-Goulaine;286.21
44072;Herbignac;98.64
44073;Héric;85.05
44074;Indre;855.93
44075;Issé;46.74
44076;Jans;41.88
44077;Joué-sur-Erdre;46.96
44078;Juigné-des-Moutiers;13.47
44079;Le Landreau;128.57
44080;Lavau-sur-Loire;47.6
44081;Legé;72.09
44082;Ligné;116.76
44083;La Limouzinière;83.51
44084;Le Loroux-Bottereau;185.32
44085;Louisfert;54.3
44086;Lusanger;29.82
44087;Machecoul-Saint-Même;89.3
44088;Maisdon-sur-Sèvre;172.32
44089;Malville;113.03
44090;La Marne;91.07
44091;Marsac-sur-Don;54.88
44092;Massérac;36.85
44094;Mauves-sur-Loire;219.93
44095;La Meilleraye-de-Bretagne;55.99
44096;Mésanger;95.46
44097;Mesquer;121.95
44098;Missillac;90.65
44099;Moisdon-la-Rivière;39.02
44100;Monnières;234.15
44101;La Montagne;1728.02
44102;Montbert;113
44103;Montoir-de-Bretagne;195.16
44104;Montrelais;61.18
44105;Mouais;37.46
44106;Les Moutiers-en-Retz;184.24
44107;Mouzeil;101.27
44108;Mouzillon;173.64
44109;Nantes;4890.44
44110;Nort-sur-Erdre;136.45
44111;Notre-Dame-des-Landes;60.43
44112;Noyal-sur-Brutz;76.65
44113;Nozay;72.7
44114;Orvault;983.34
44115;Oudon;175.05
44116;Paimbœuf;1511.5
44117;Le Pallet;277.19
44118;Pannecé;46.06
44119;Paulx;55.26
44120;Le Pellerin;169.66
44121;Petit-Auverné;18.91
44122;Petit-Mars;144.59
44123;Pierric;36.26
44124;Le Pin;30.06
44125;Piriac-sur-Mer;179.47
44126;La Plaine-sur-Mer;267.18
44127;La Planche;112.16
44128;Plessé;50.45
44129;Pontchâteau;195.39
44130;Pont-Saint-Martin;295.7
44131;Pornic;168.39
44132;Pornichet;879.32
44133;Port-Saint-Père;89.9
44134;Pouillé-les-Côteaux;91.38
44135;Le Pouliguen;914.58
44136;Préfailles;253.48
44137;Prinquiau;152.23
44138;Puceul;57.69
44139;Quilly;78.44
44140;La Regrippière;83.93
44141;La Remaudière;99.38
44142;Remouillé;91.58
44143;Rezé;3114.59
44144;Riaillé;47.14
44145;Rouans;81.34
44146;Rougé;38.8
44148;Ruffigné;20.84
44149;Saffré;68.78
44150;Saint-Aignan-Grandlieu;220.4
44151;Saint-André-des-Eaux;272.93
44152;Sainte-Anne-sur-Brivet;112.85
44153;Saint-Aubin-des-Châteaux;37.07
44154;Saint-Brevin-les-Pins;740.64
44155;Saint-Colomban;95.66
44156;Corcoué-sur-Logne;59.97
44157;Saint-Étienne-de-Mer-Morte;63.19
44158;Saint-Étienne-de-Montluc;130.54
44159;Saint-Fiacre-sur-Maine;207.04
44161;Saint-Gildas-des-Bois;112.78
44162;Saint-Herblain;1579.45
44163;Vair-sur-Loire;92.09
44164;Saint-Hilaire-de-Chaléons;66.38
44165;Saint-Hilaire-de-Clisson;125.88
44166;Saint-Jean-de-Boiseau;525.18
44168;Saint-Joachim;47.4
44169;Saint-Julien-de-Concelles;232.89
44170;Saint-Julien-de-Vouvantes;37.77
44171;Saint-Léger-les-Vignes;298.77
44172;Sainte-Luce-sur-Loire;1337.9
44173;Saint-Lumine-de-Clisson;116.43
44174;Saint-Lumine-de-Coutais;126.36
44175;Saint-Lyphard;195.57
44176;Saint-Malo-de-Guersac;218.4
44178;Saint-Mars-de-Coutais;74.16
44179;Saint-Mars-du-Désert;168.02
44180;Vallons-de-l'Erdre;34.29
44182;Saint-Michel-Chef-Chef;208.32
44183;Saint-Molf;119.02
44184;Saint-Nazaire;1525.84
44185;Saint-Nicolas-de-Redon;145.39
44186;Sainte-Pazanne;167.95
44187;Saint-Père-en-Retz;72.96
44188;Saint-Philbert-de-Grand-Lieu;154.33
44189;Sainte-Reine-de-Bretagne;121.49
44190;Saint-Sébastien-sur-Loire;2357.89
44192;Saint-Viaud;80.63
44193;Saint-Vincent-des-Landes;45.49
44194;Sautron;490.62
44195;Savenay;348.62
44196;Sévérac;72.78
44197;Sion-les-Mines;29.79
44198;Les Sorinières;673.2
44199;Soudan;37.22
44200;Soulvache;30.43
44201;Sucé-sur-Erdre;174.72
44202;Teillé;63.19
44203;Le Temple-de-Bretagne;1267.5
44204;Thouaré-sur-Loire;821.47
44205;Les Touches;70.95
44206;Touvois;47.62
44207;Trans-sur-Erdre;48.49
44208;Treffieux;48.64
44209;Treillières;331.05
44210;Trignac;555.15
44211;La Turballe;255.48
44212;Vallet;160.45
44213;Loireauxence;63.24
44214;Vay;56.77
44215;Vertou;715.84
44216;Vieillevigne;77.47
44217;Vigneux-de-Bretagne;112.93
44218;Villepot;33.12
44220;Vue;82.78
44221;La Chevallerais;150.15
44222;La Roche-Blanche;82.66
44223;Geneston;457.34
44224;La Grigonnais;80.63
45001;Adon;8.19
45002;Aillant-sur-Milleron;14.22
45004;Amilly;328.69
45005;Andonville;21.61
45006;Ardon;20.35
45008;Artenay;95.17
45009;Aschères-le-Marché;54.35
45010;Ascoux;163.56
45011;Attray;12.43
45012;Audeville;14.48
45013;Augerville-la-Rivière;56.33
45014;Aulnay-la-Rivière;30.98
45015;Autruy-sur-Juine;25.78
45016;Autry-le-Châtel;19.13
45017;Auvilliers-en-Gâtinais;16.45
45018;Auxy;47.88
45019;Baccon;19.81
45020;Le Bardon;80.7
45021;Barville-en-Gâtinais;30.42
45022;Batilly-en-Gâtinais;43.51
45023;Batilly-en-Puisaye;6.57
45024;Baule;170.52
45025;Bazoches-les-Gallerandes;42.15
45026;Bazoches-sur-le-Betz;63
45027;Beauchamps-sur-Huillard;21.72
45028;Beaugency;446.14
45029;Beaulieu-sur-Loire;36.64
45030;Beaune-la-Rolande;98.35
45031;Bellegarde;295.13
45032;Le Bignon-Mirabeau;24.71
45033;Boësses;28.41
45034;Boigny-sur-Bionne;278.09
45035;Boiscommun;70.49
45036;Boismorand;33.4
45037;Boisseaux;70.24
45038;Bondaroy;59.51
45039;Bonnée;61.15
45040;Bonny-sur-Loire;72.36
45041;Bordeaux-en-Gâtinais;11.52
45042;Les Bordes;79.93
45043;Bou;159.3
45044;Bougy-lez-Neuville;9.62
45045;Bouilly-en-Gâtinais;19.67
45046;Boulay-les-Barres;84.58
45047;Bouzonville-aux-Bois;55.31
45049;Bouzy-la-Forêt;32.51
45050;Boynes;85.81
45051;Bray-Saint-Aignan;66.55
45052;Breteau;5.9
45053;Briare;114.8
45054;Briarres-sur-Essonne;66.34
45055;Bricy;43.76
45056;Bromeilles;21.83
45058;Bucy-le-Roi;38.43
45059;Bucy-Saint-Liphard;10.82
45060;La Bussière;22.31
45061;Cepoy;283.92
45062;Cercottes;61.51
45063;Cerdon;13.9
45064;Cernoy-en-Berry;15.94
45065;Césarville-Dossainville;12.59
45066;Chailly-en-Gâtinais;36.96
45067;Chaingy;178.93
45068;Châlette-sur-Loing;966.34
45069;Chambon-la-Forêt;55.48
45070;Champoulet;6.62
45072;Chanteau;54.56
45073;Chantecoq;30.32
45074;La Chapelle-Onzerain;16.29
45075;La Chapelle-Saint-Mesmin;1136.16
45076;La Chapelle-Saint-Sépulcre;37.36
45077;La Chapelle-sur-Aveyron;32.9
45078;Chapelon;38.8
45079;Le Charme;11.29
45080;Charmont-en-Beauce;19.39
45081;Charsonville;24.97
45082;Châteauneuf-sur-Loire;205.25
45083;Château-Renard;52.5
45084;Châtenoy;17.22
45085;Châtillon-Coligny;73.4
45086;Châtillon-le-Roi;61.23
45087;Châtillon-sur-Loire;76.42
45088;Chaussy;22.64
45089;Chécy;559.28
45091;Chevannes;26.61
45092;Chevillon-sur-Huillard;75.65
45093;Chevilly;63.65
45094;Chevry-sous-le-Bignon;30.14
45095;Chilleurs-aux-Bois;39.47
45096;Les Choux;15.74
45097;Chuelles;39.42
45098;Cléry-Saint-André;188.91
45099;Coinces;23.86
45100;Combleux;449.09
45101;Combreux;21.63
45102;Conflans-sur-Loing;38.95
45103;Corbeilles;47.55
45104;Corquilleroy;201.65
45105;Cortrat;6.8
45107;Coudroy;21.59
45108;Coullons;29.05
45109;Coulmiers;37.89
45110;Courcelles-le-Roi;49.37
45111;Courcy-aux-Loges;21.58
45112;La Cour-Marigny;25.47
45113;Courtemaux;21.33
45114;Courtempierre;17.74
45115;Courtenay;77.94
45116;Cravant;28.19
45118;Crottes-en-Pithiverais;24.76
45119;Dadonville;133.44
45120;Dammarie-en-Puisaye;6.68
45121;Dammarie-sur-Loing;22.68
45122;Dampierre-en-Burly;30.61
45123;Darvoy;217.25
45124;Desmonts;36.76
45125;Dimancheville;48.09
45126;Donnery;131.56
45127;Dordives;216.07
45129;Douchy-Montcorbon;27.09
45130;Dry;61.7
45131;Échilleuses;31.3
45132;Égry;47.77
45133;Engenville;31.05
45134;Épieds-en-Beauce;35.55
45135;Erceville;24.45
45136;Ervauville;42.66
45137;Escrennes;62.86
45138;Escrignelles;3.63
45139;Estouy;27.28
45141;Faverelles;8.3
45142;Fay-aux-Loges;141.77
45143;Feins-en-Gâtinais;2.78
45144;Férolles;66.98
45145;Ferrières-en-Gâtinais;135.51
45146;La Ferté-Saint-Aubin;85.97
45147;Fleury-les-Aubrais;2076.09
45148;Fontenay-sur-Loing;177.39
45149;Foucherolles;27.86
45150;Fréville-du-Gâtinais;18.53
45151;Gaubertin;34.71
45152;Gémigny;14.89
45153;Germigny-des-Prés;74.44
45154;Gidy;86.03
45155;Gien;199.91
45156;Girolles;43.38
45157;Givraines;36.77
45158;Gondreville;39.9
45159;Grangermont;49.11
45160;Greneville-en-Beauce;31.33
45161;Griselles;26.29
45162;Guigneville;16.37
45164;Guilly;37.87
45165;Gy-les-Nonains;30.4
45166;Huêtre;21.6
45167;Huisseau-sur-Mauves;45.86
45168;Ingrannes;14.26
45169;Ingré;455.43
45170;Intville-la-Guétard;33.81
45171;Isdes;12.49
45173;Jargeau;318.96
45174;Jouy-en-Pithiverais;16.71
45175;Jouy-le-Potier;28.57
45176;Juranville;28.23
45177;Laas;35.76
45178;Ladon;100.8
45179;Lailly-en-Val;68.03
45180;Langesse;9.14
45181;Léouville;20.56
45182;Ligny-le-Ribault;20.77
45183;Lion-en-Beauce;19.86
45184;Lion-en-Sullias;16.25
45185;Lombreuil;39.55
45186;Lorcy;34.57
45187;Lorris;66.2
45188;Loury;72.53
45189;Louzouer;22.26
45191;Le Malesherbois;94.93
45193;Marcilly-en-Villette;34.12
45194;Mardié;165.86
45195;Mareau-aux-Bois;48.41
45196;Mareau-aux-Prés;113.04
45197;Marigny-les-Usages;175.16
45198;Marsainvilliers;27.73
45199;Melleroy;20.72
45200;Ménestreau-en-Villette;26.54
45201;Mérinville;15.12
45202;Messas;192.71
45203;Meung-sur-Loire;321.38
45204;Mézières-lez-Cléry;30.17
45205;Mézières-en-Gâtinais;26.57
45206;Mignères;62.7
45207;Mignerette;65.22
45208;Montargis;3357.85
45209;Montbarrois;50.75
45210;Montbouy;27.53
45212;Montcresson;60.43
45213;Montereau;12.51
45214;Montigny;44.59
45215;Montliard;26.92
45216;Mormant-sur-Vernisson;12.09
45217;Morville-en-Beauce;15.15
45218;Le Moulinet-sur-Solin;5.94
45219;Moulon;20.85
45220;Nancray-sur-Rimarde;49.74
45222;Nargis;66.46
45223;Nesploy;27.58
45224;Neuville-aux-Bois;155.86
45225;La Neuville-sur-Essonne;38.85
45226;Neuvy-en-Sullias;53.76
45227;Nevoy;37.95
45228;Nibelle;43.97
45229;Nogent-sur-Vernisson;77.82
45230;Noyers;40.81
45231;Oison;10.92
45232;Olivet;957.08
45233;Ondreville-sur-Essonne;61.19
45234;Orléans;4231.04
45235;Ormes;228.48
45237;Orville;17.25
45238;Ousson-sur-Loire;132.9
45239;Oussoy-en-Gâtinais;17.78
45240;Outarville;28.15
45241;Ouvrouer-les-Champs;51.9
45242;Ouzouer-des-Champs;23.5
45243;Ouzouer-sous-Bellegarde;27.05
45244;Ouzouer-sur-Loire;77.06
45245;Ouzouer-sur-Trézée;18.12
45246;Pannecières;19.66
45247;Pannes;176.97
45248;Patay;162.61
45249;Paucourt;44.95
45250;Pers-en-Gâtinais;23.57
45251;Pierrefitte-ès-Bois;11.63
45252;Pithiviers;1300.14
45253;Pithiviers-le-Vieil;52.52
45254;Poilly-lez-Gien;71.97
45255;Préfontaines;37.62
45256;Presnoy;31.61
45257;Pressigny-les-Pins;42.07
45258;Puiseaux;168.5
45259;Quiers-sur-Bézonde;68.21
45260;Ramoulu;20.9
45261;Rebréchien;68.32
45262;Rouvray-Sainte-Croix;14.78
45263;Rouvres-Saint-Jean;29.7
45264;Rozières-en-Beauce;20.17
45265;Rozoy-le-Vieil;50.37
45266;Ruan;12.55
45268;Saint-Aignan-le-Jaillard;25.13
45269;Saint-Ay;353.62
45270;Saint-Benoît-sur-Loire;109.69
45271;Saint-Brisson-sur-Loire;44.28
45272;Saint-Cyr-en-Val;74.5
45273;Saint-Denis-de-l'Hôtel;118.7
45274;Saint-Denis-en-Val;443.54
45275;Saint-Firmin-des-Bois;23.67
45276;Saint-Firmin-sur-Loire;20.52
45277;Saint-Florent;11.99
45278;Sainte-Geneviève-des-Bois;26.14
45279;Saint-Germain-des-Prés;72.73
45280;Saint-Gondon;48.93
45281;Saint-Hilaire-les-Andrésis;37.07
45282;Saint-Hilaire-Saint-Mesmin;217.49
45283;Saint-Hilaire-sur-Puiseaux;14.46
45284;Saint-Jean-de-Braye;1553.87
45285;Saint-Jean-de-la-Ruelle;2690.33
45286;Saint-Jean-le-Blanc;1184.07
45288;Saint-Loup-des-Vignes;44.58
45289;Saint-Lyé-la-Forêt;44.16
45290;Saint-Martin-d'Abbat;45.19
45291;Saint-Martin-sur-Ocre;78.21
45292;Saint-Maurice-sur-Aveyron;15.92
45293;Saint-Maurice-sur-Fessard;75.1
45294;Saint-Michel;26.26
45296;Saint-Péravy-la-Colombe;39.66
45297;Saint-Père-sur-Loire;96.45
45298;Saint-Pryvé-Saint-Mesmin;685.01
45299;Saint-Sigismond;17.88
45300;Sandillon;99.59
45301;Santeau;46.5
45302;Saran;832.42
45303;Sceaux-du-Gâtinais;19.92
45305;Seichebrières;14.29
45306;La Selle-en-Hermoy;40.29
45307;La Selle-sur-le-Bied;36.49
45308;Semoy;414.4
45309;Sennely;14.46
