Observatoire des territoires - ANCT; ; 
Référentiel géographique : Communes (2022); ; 
Code;Libellé;Densité de population 2019
29044;Dinéault;42.8
29045;Dirinon;67.08
29046;Douarnenez;561.35
29047;Le Drennec;197.58
29048;Edern;56.3
29049;Elliant;47.23
29051;Ergué-Gabéric;211.54
29053;Le Faou;147.17
29054;La Feuillée;20.35
29055;Le Folgoët;329.07
29056;La Forest-Landerneau;211.4
29057;La Forêt-Fouesnant;185.54
29058;Fouesnant;301.1
29059;Garlan;78.71
29060;Gouesnach;163.21
29061;Gouesnou;514.49
29062;Gouézec;35.49
29063;Goulien;33.91
29064;Goulven;70.06
29065;Gourlizon;91.62
29066;Guengat;80.46
29067;Guerlesquin;59.46
29068;Guiclan;58.68
29069;Guilers;424.71
29070;Guiler-sur-Goyen;46.76
29071;Guilligomarc'h;34.42
29072;Guilvinec;1089.84
29073;Guimaëc;50.13
29074;Guimiliau;89.84
29075;Guipavas;341.04
29076;Milizac-Guipronvel;109.32
29077;Guissény;79.07
29078;Hanvec;34.44
29079;Henvic;127.34
29080;Hôpital-Camfrout;169.6
29081;Huelgoat;94.55
29082;Île-de-Batz;148.2
29083;Île-de-Sein;433.33
29084;Île-Molène;213.33
29085;Île-Tudy;581.75
29086;Irvillac;49.09
29087;Le Juch;50.42
29089;Kergloff;34.36
29090;Kerlaz;68.3
29091;Kerlouan;117.81
29093;Kernilis;140.38
29094;Kernouës;85.48
29095;Kersaint-Plabennec;125.1
29097;Lampaul-Guimiliau;116.02
29098;Lampaul-Plouarzel;530.94
29099;Lampaul-Ploudalmézeau;129.29
29100;Lanarvily;69.93
29101;Landéda;325.68
29102;Landeleau;31.54
29103;Landerneau;1206.82
29104;Landévennec;24.95
29105;Landivisiau;481.89
29106;Landrévarzec;91.04
29107;Landudal;52.97
29108;Landudec;71.94
29109;Landunvez;109.83
29110;Langolen;50.89
29111;Lanhouarneau;74.28
29112;Lanildut;164.43
29113;Lanmeur;89.23
29114;Lannéanou;21.71
29115;Lannédern;23.33
29116;Lanneuffret;68.75
29117;Lannilis;241.16
29119;Lanrivoaré;98.05
29120;Lanvéoc;102.55
29122;Laz;19.63
29123;Lennon;34.18
29124;Lesneven;712.95
29125;Leuhan;25.22
29126;Loc-Brévalaire;123.95
29128;Loc-Eguiner;34.12
29130;Locmaria-Plouzané;219.86
29131;Locmélar;30.48
29132;Locquénolé;935.29
29133;Locquirec;253.86
29134;Locronan;98.39
29135;Loctudy;315.24
29136;Locunolé;69.01
29137;Logonna-Daoulas;175.7
29139;Lopérec;22.13
29140;Loperhet;192.52
29141;Loqueffret;12.7
29142;Lothey;34.12
29143;Mahalon;45.25
29144;La Martyre;42.14
29145;Confort-Meilars;59.47
29146;Melgven;66.6
29147;Mellac;122.9
29148;Mespaul;82.14
29150;Moëlan-sur-Mer;142.54
29151;Morlaix;598.11
29152;Motreff;32.47
29153;Névez;105.87
29155;Ouessant;53.47
29156;Pencran;229.45
29158;Penmarch;314.15
29159;Peumerit;43.08
29160;Plabennec;168.85
29161;Pleuven;232.87
29162;Pleyben;47.87
29163;Pleyber-Christ;70.02
29165;Plobannalec-Lesconil;196.37
29166;Ploéven;38.67
29167;Plogastel-Saint-Germain;63.24
29168;Plogoff;104.86
29169;Plogonnec;58.7
29170;Plomelin;160.7
29171;Plomeur;128.93
29172;Plomodiern;48.03
29173;Plonéis;112.37
29174;Plonéour-Lanvern;127.23
29175;Plonévez-du-Faou;26.11
29176;Plonévez-Porzay;61.03
29177;Plouarzel;89.98
29178;Ploudalmézeau;272.3
29179;Ploudaniel;80.75
29180;Ploudiry;33.58
29181;Plouédern;150.05
29182;Plouégat-Guérand;61.48
29183;Plouégat-Moysan;47.7
29184;Plouénan;82.73
29185;Plouescat;236.44
29186;Plouezoc'h;101.71
29187;Plougar;45.25
29188;Plougasnou;80.64
29189;Plougastel-Daoulas;281.04
29190;Plougonvelin;223.81
29191;Plougonven;49.83
29192;Plougoulm;95.86
29193;Plougourvest;101.63
29195;Plouguerneau;153.24
29196;Plouguin;69.83
29197;Plouhinec;140.86
29198;Plouider;77.78
29199;Plouigneau;78.46
29201;Ploumoguer;54.43
29202;Plounéour-Ménez;24.72
29204;Plounéventer;76.39
29205;Plounévézel;48.08
29206;Plounévez-Lochrist;58.02
29207;Plourin-lès-Morlaix;110.39
29208;Plourin;48.46
29209;Plouvien;114.35
29210;Plouvorn;80.76
29211;Plouyé;17.55
29212;Plouzané;407.24
29213;Plouzévédé;95.08
29214;Plovan;43.24
29215;Plozévet;108.46
29216;Pluguffan;130.23
29217;Pont-Aven;98.53
29218;Pont-Croix;193.7
29220;Pont-l'Abbé;459.58
29221;Porspoder;157.57
29222;Port-Launay;199
29224;Pouldergat;49.73
29225;Pouldreuzic;129.25
29226;Poullan-sur-Mer;49.65
29227;Poullaouen;16.71
29228;Primelin;75.78
29229;Quéménéven;39.49
29230;Querrien;31.27
29232;Quimper;749.35
29233;Quimperlé;385.12
29234;Rédené;119.11
29235;Le Relecq-Kerhuon;1822.24
29236;Riec-sur-Bélon;76.5
29237;La Roche-Maurice;150.66
29238;Roscanvel;92.07
29239;Roscoff;563.65
29240;Rosnoën;28.51
29241;Rosporden;132.72
29243;Saint-Coulitz;40.64
29244;Saint-Derrien;66.86
29245;Saint-Divy;182.75
29246;Saint-Eloy;17.07
29247;Saint-Évarzec;142.11
29248;Saint-Frégant;100.59
29249;Saint-Goazec;21.09
29250;Saint-Hernin;25.78
29251;Saint-Jean-du-Doigt;33.06
29252;Saint-Jean-Trolimon;63.56
29254;Saint-Martin-des-Champs;294.33
29255;Saint-Méen;78.88
29256;Saint-Nic;42.15
29257;Saint-Pabu;208.15
29259;Saint-Pol-de-Léon;286.34
29260;Saint-Renan;613.3
29261;Saint-Rivoal;11.29
29262;Saint-Sauveur;59.37
29263;Saint-Ségal;68.95
29264;Saint-Servais;75.51
29265;Sainte-Sève;104.61
29266;Saint-Thégonnec Loc-Eguiner;61.15
29267;Saint-Thois;39.78
29268;Saint-Thonan;168.2
29269;Saint-Thurien;48.48
29270;Saint-Urbain;108.22
29271;Saint-Vougay;59.14
29272;Saint-Yvi;120.11
29273;Santec;296.9
29274;Scaër;45.03
29275;Scrignac;10.37
29276;Sibiril;104.27
29277;Sizun;39.37
29278;Spézet;28.98
29279;Taulé;98.34
29280;Telgruc-sur-Mer;74.16
29281;Tourch;50.61
29282;Trébabu;82.57
29284;Treffiagat;297.04
29285;Tréflaouénan;63.85
29286;Tréflévénez;25.08
29287;Tréflez;61.74
29288;Trégarantec;117.27
29289;Trégarvan;11.78
29290;Tréglonou;113.25
29291;Trégourez;54.01
29292;Tréguennec;32.88
29293;Trégunc;139.58
29294;Le Tréhou;28.43
29295;Trémaouézan;64.1
29296;Tréméoc;115.52
29297;Tréméven;150.52
29298;Tréogat;58.38
29299;Tréouergat;54.59
29300;Le Trévoux;76.67
29301;Trézilidé;85.22
29302;Pont-de-Buis-lès-Quimerch;87.92
2A001;Afa;272.72
2A004;Ajaccio;869.94
2A006;Alata;113.8
2A008;Albitreccia;38.7
2A011;Altagène;11.11
2A014;Ambiegna;11.76
2A017;Appietto;52.69
2A018;Arbellara;14.17
2A019;Arbori;2.75
2A021;Argiusta-Moriccio;7.48
2A022;Arro;9.05
2A024;Aullène;4.57
2A026;Azilone-Ampaza;23.49
2A027;Azzana;4.5
2A028;Balogna;5.23
2A031;Bastelica;4.07
2A032;Bastelicaccia;226.47
2A035;Belvédère-Campomoro;6.11
2A038;Bilia;6.73
2A040;Bocognano;5.26
2A041;Bonifacio;23.07
2A048;Calcatoggio;22.03
2A056;Campo;31.82
2A060;Cannelle;20.82
2A061;Carbini;6.8
2A062;Carbuccia;26.55
2A064;Cardo-Torgia;8.25
2A065;Cargèse;28.2
2A066;Cargiaca;7.37
2A070;Casaglione;26.41
2A071;Casalabriva;13.44
2A085;Cauro;53.51
2A089;Ciamannacce;5.3
2A090;Coggia;21.67
2A091;Cognocoli-Monticchi;4.78
2A092;Conca;14.69
2A094;Corrano;5.59
2A098;Coti-Chiavari;11.26
2A099;Cozzano;10.79
2A100;Cristinacce;3.33
2A103;Cuttoli-Corticchiato;66.41
2A104;Eccica-Suarella;89.5
2A108;Évisa;3.18
2A114;Figari;14.63
2A115;Foce;7.23
2A117;Forciolo;11.77
2A118;Fozzano;10.46
2A119;Frasseto;8.25
2A127;Giuncheto;11.7
2A128;Granace;23.04
2A129;Grossa;2.34
2A130;Grosseto-Prugna;107.79
2A131;Guagno;3.75
2A132;Guargualé;13.95
2A133;Guitera-les-Bains;10.24
2A139;Lecci;67.06
2A141;Letia;3.49
2A142;Levie;7.79
2A144;Lopigna;5.27
2A146;Loreto-di-Tallano;7.5
2A154;Marignana;1.94
2A158;Mela;6.26
2A160;Moca-Croce;9.26
2A163;Monacia-d'Aullène;13.78
2A174;Murzo;4.66
2A181;Ocana;24.14
2A186;Olivese;7.46
2A189;Olmeto;27.8
2A191;Olmiccia;10.78
2A196;Orto;3.15
2A197;Osani;1.92
2A198;Ota;14.12
2A200;Palneca;3.26
2A203;Partinello;5.2
2A204;Pastricciola;2.07
2A209;Peri;85.2
2A211;Petreto-Bicchisano;14.34
2A212;Piana;7.47
2A215;Pianottoli-Caldarello;21.27
2A228;Pietrosella;52.77
2A232;Pila-Canale;14.89
2A240;Poggiolo;9.3
2A247;Porto-Vecchio;66.01
2A249;Propriano;197.49
2A253;Quasquara;8.35
2A254;Quenza;2.09
2A258;Renno;4.75
2A259;Rezza;4.61
2A262;Rosazia;2.48
2A266;Salice;4.07
2A268;Sampolo;11.2
2A269;Sari-Solenzara;18.85
2A270;Sari-d'Orcino;15.57
2A271;Sarrola-Carcopino;121.77
2A272;Sartène;16.21
2A276;Serra-di-Ferro;14.92
2A278;Serra-di-Scopamène;4.06
2A279;Serriera;3.3
2A282;Soccia;5.24
2A284;Sollacaro;15.66
2A285;Sorbollano;9.87
2A288;Sotta;21.07
2A295;Sant'Andréa-d'Orcino;13.26
2A300;San-Gavino-di-Carbini;22.72
2A308;Sainte-Lucie-de-Tallano;14.98
2A310;Santa-Maria-Figaniella;7.79
2A312;Santa-Maria-Siché;37.86
2A322;Tasso;5.7
2A323;Tavaco;37.12
2A324;Tavera;12.3
2A326;Tolla;4.79
2A330;Ucciani;17.67
2A331;Urbalacone;7.39
2A336;Valle-di-Mezzana;73.25
2A345;Vero;25.57
2A348;Vico;17.05
2A349;Viggianello;49.68
2A351;Villanova;34.58
2A357;Zérubia;3.79
2A358;Zévaco;5.38
2A359;Zicavo;2.42
2A360;Zigliara;10.04
2A362;Zonza;20.52
2A363;Zoza;12.28
2B002;Aghione;7.08
2B003;Aiti;2.05
2B005;Alando;9.51
2B007;Albertacce;2.12
2B009;Aléria;37.46
2B010;Algajola;205.81
2B012;Altiani;2.73
2B013;Alzi;9.12
2B015;Ampriani;10.92
2B016;Antisanti;11.49
2B020;Aregno;64.3
2B023;Asco;0.94
2B025;Avapessa;25.53
2B029;Barbaggio;27.07
2B030;Barrettali;7.3
2B033;Bastia;2502.73
2B034;Belgodère;51.58
2B036;Bigorno;9.84
2B037;Biguglia;350.7
2B039;Bisinchi;17.77
2B042;Borgo;233.77
2B043;Brando;73.09
2B045;Bustanico;5.73
2B046;Cagnano;10.53
2B047;Calacuccia;14.49
2B049;Calenzana;13.47
2B050;Calvi;185.06
2B051;Cambia;8.82
2B052;Campana;8.44
2B053;Campi;3.88
2B054;Campile;19.2
2B055;Campitello;14.72
2B057;Canale-di-Verde;21.7
2B058;Canari;19.08
2B059;Canavaggia;3.09
2B063;Carcheto-Brustico;5.78
2B067;Carpineto;13.93
2B068;Carticasi;2.03
2B069;Casabianca;28.53
2B072;Casalta;11
2B073;Casamaccioli;2.96
2B074;Casanova;40.85
2B075;Casevecchie;7.73
2B077;Castellare-di-Casinca;78.38
2B078;Castellare-di-Mercurio;4.58
2B079;Castello-di-Rostino;39.52
2B080;Castifao;3.37
2B081;Castiglione;1.81
2B082;Castineta;4.37
2B083;Castirla;6.54
2B084;Cateri;73.58
2B086;Centuri;22.77
2B087;Cervione;192.05
2B088;Chiatra;25.43
2B093;Corbara;87.83
2B095;Corscia;2.17
2B096;Corte;50.14
2B097;Costa;50.46
2B101;Croce;12.44
2B102;Crocicchia;17.82
2B105;Erbajolo;7.51
2B106;Érone;3.08
2B107;Ersa;7.58
2B109;Farinole;15.92
2B110;Favalello;12.59
2B111;Felce;10.92
2B112;Feliceto;15.21
2B113;Ficaja;11.09
2B116;Focicchia;3.94
2B120;Furiani;303.3
2B121;Galéria;2.67
2B122;Gavignano;5.21
2B123;Ghisonaccia;61.82
2B124;Ghisoni;1.69
2B125;Giocatojo;22.22
2B126;Giuncaggio;4.27
2B134;L'Île-Rousse;1265.2
2B135;Isolaccio-di-Fiumorbo;7.51
2B136;Lama;7.33
2B137;Lano;2.82
2B138;Lavatoggio;21.72
2B140;Lento;4.3
2B143;Linguizzetta;17.04
2B145;Loreto-di-Casinca;25.8
2B147;Lozzi;3.67
2B148;Lucciana;206
2B149;Lugo-di-Nazza;3.23
2B150;Lumio;65.69
2B152;Luri;30.8
2B153;Manso;0.97
2B155;Matra;7.24
2B156;Mausoléo;1.18
2B157;Mazzola;4.4
2B159;Meria;3.96
2B161;Moïta;11.38
2B162;Moltifao;12.74
2B164;Monacia-d'Orezza;5.09
2B165;Moncale;46.83
2B166;Monte;42.39
2B167;Montegrosso;18.66
2B168;Monticello;185.34
2B169;Morosaglia;40.12
2B170;Morsiglia;8.17
2B171;Muracciole;2.42
2B172;Murato;28.31
2B173;Muro;31.94
2B175;Nessa;18.43
2B176;Nocario;23.7
2B177;Noceta;3.16
2B178;Nonza;9.33
2B179;Novale;13.11
2B180;Novella;2.58
2B182;Occhiatana;20.29
2B183;Ogliastro;9.91
2B184;Olcani;6.25
2B185;Oletta;66.93
2B187;Olmeta-di-Capocorso;6.17
2B188;Olmeta-di-Tuda;30.63
2B190;Olmi-Cappella;3.58
2B192;Olmo;33.78
2B193;Omessa;24.63
2B194;Ortale;6.4
2B195;Ortiporio;24.51
2B199;Palasca;3.71
2B201;Pancheraccia;13.73
2B202;Parata;8.13
2B205;Patrimonio;50.17
2B206;Penta-Acquatella;11.94
2B207;Penta-di-Casinca;181.87
2B208;Perelli;17.39
2B210;Pero-Casevecchie;24.84
2B213;Pianello;3.77
2B214;Piano;6.45
2B216;Piazzali;24.36
2B217;Piazzole;10.62
2B218;Piedicorte-di-Gaggio;3.6
2B219;Piedicroce;25.08
2B220;Piedigriggio;12.75
2B221;Piedipartino;4.92
2B222;Pie-d'Orezza;6.56
2B223;Pietralba;12.88
2B224;Pietracorbara;25.01
2B225;Pietra-di-Verde;11.38
2B226;Pietraserena;8.78
2B227;Pietricaggio;6.25
2B229;Pietroso;13.59
2B230;Piève;5.53
2B231;Pigna;47.51
2B233;Pino;23.72
2B234;Piobetta;3.74
2B235;Pioggiola;4.52
2B236;Poggio-di-Nazza;5.52
2B238;Poggio-di-Venaco;15.81
2B239;Poggio-d'Oletta;13.24
2B241;Poggio-Marinaccio;10.8
2B242;Poggio-Mezzana;78.31
2B243;Polveroso;21.43
2B244;Popolasca;4.1
2B245;Porri;9.33
2B246;La Porta;37.02
2B248;Prato-di-Giovellina;3.44
2B250;Prunelli-di-Casacconi;24.92
2B251;Prunelli-di-Fiumorbo;98.02
2B252;Pruno;28.42
2B255;Quercitello;14
2B256;Rapaggio;10.16
2B257;Rapale;15.55
2B260;Riventosa;25.87
2B261;Rogliano;20.15
2B263;Rospigliani;7.03
2B264;Rusio;7.23
2B265;Rutali;21.04
2B267;Saliceto;3.59
2B273;Scata;15.71
2B274;Scolca;13.64
2B275;Sermano;9.32
2B277;Serra-di-Fiumorbo;7.8
2B280;Silvareccio;23.65
2B281;Sisco;46.35
2B283;Solaro;7.73
2B286;Sorbo-Ocagnano;82.13
2B287;Sorio;9.13
2B289;Soveria;9.97
2B290;Speloncato;16.13
2B291;Stazzona;24.46
2B292;Sant'Andréa-di-Bozio;2.95
2B293;Sant'Andréa-di-Cotone;23.57
2B296;Sant'Antonino;32.68
2B297;San-Damiano;9.97
2B298;Saint-Florent;93.49
2B299;San-Gavino-d'Ampugnani;32.61
2B301;San-Gavino-di-Tenda;1.13
2B302;San-Giovanni-di-Moriani;8.93
2B303;San-Giuliano;31.55
2B304;San-Lorenzo;14.09
2B305;San-Martino-di-Lota;305.35
2B306;Santa-Lucia-di-Mercurio;5
2B307;Santa-Lucia-di-Moriani;239.55
2B309;Santa-Maria-di-Lota;143.03
2B311;Santa-Maria-Poggio;75.97
2B313;San-Nicolao;262.23
2B314;Santo-Pietro-di-Tenda;2.75
2B315;Santo-Pietro-di-Venaco;35.3
2B316;Santa-Reparata-di-Balagna;97.44
2B317;Santa-Reparata-di-Moriani;6.58
2B318;Taglio-Isolaccio;50.83
2B319;Talasani;78.89
2B320;Tallone;4.14
2B321;Tarrano;4.18
2B327;Tomino;32.41
2B328;Tox;6.49
2B329;Tralonca;7.01
2B332;Urtaca;7.39
2B333;Vallecalle;19.97
2B334;Valle-d'Alesani;11.16
2B335;Valle-di-Campoloro;63.04
2B337;Valle-di-Rostino;8.21
2B338;Valle-d'Orezza;7.38
2B339;Vallica;2.32
2B340;Velone-Orneto;9.97
2B341;Venaco;13.27
2B342;Ventiseri;53.79
2B343;Venzolasca;111.15
2B344;Verdèse;41.18
2B346;Vescovato;162.73
2B347;Vezzani;5.74
2B350;Vignale;18.24
2B352;Ville-di-Paraso;22.31
2B353;Ville-di-Pietrabugno;441.97
2B354;Vivario;5.4
2B355;Volpajola;27.48
2B356;Zalana;10.91
2B361;Zilia;20.63
2B364;Zuani;6.59
2B365;San-Gavino-di-Fiumorbo;4.69
2B366;Chisa;3.53
30001;Aigaliers;18.46
30002;Aigremont;61.91
30003;Aigues-Mortes;148.15
30004;Aigues-Vives;278.17
30005;Aiguèze;10.73
30006;Aimargues;215.9
30007;Alès;1806.43
30008;Allègre-les-Fumades;38.76
30009;Alzon;6.26
30010;Anduze;227.88
30011;Les Angles;480.5
30012;Aramon;135.4
30013;Argilliers;68.37
30014;Arpaillargues-et-Aureillac;74.76
30015;Arphy;7.27
30016;Arre;39.67
30017;Arrigas;10.36
30018;Aspères;51.09
30019;Aubais;245.55
30020;Aubord;250.85
30021;Aubussargues;37.68
30022;Aujac;10.87
30023;Aujargues;114.89
30024;Aulas;156.7
30025;Aumessas;10.72
30026;Avèze;259.66
30027;Bagard;175.67
30028;Bagnols-sur-Cèze;576.7
30029;Barjac;37.92
30030;Baron;36.58
30031;La Bastide-d'Engras;20.3
30032;Beaucaire;183.84
30033;Beauvoisin;183.47
30034;Bellegarde;163.55
30035;Belvézet;10.45
30036;Bernis;267.27
30037;Bessèges;274.71
30038;Bez-et-Esparon;39.38
30039;Bezouce;187.47
30040;Blandas;3.44
30041;Blauzac;77.8
30042;Boisset-et-Gaujac;179.21
30043;Boissières;174.47
30044;Bonnevaux;10.22
30045;Bordezac;43.09
30046;Boucoiran-et-Nozières;67.56
30047;Bouillargues;397.72
30048;Bouquet;5.78
30049;Bourdic;50.95
30050;Bragassargues;22.7
30051;Branoux-les-Taillades;89.08
30052;Bréau-Mars;22.57
30053;Brignon;117.99
30054;Brouzet-lès-Quissac;18.88
30055;Brouzet-lès-Alès;51.5
30056;La Bruguière;20.15
30057;Cabrières;115.04
30058;La Cadière-et-Cambo;17.71
30059;Le Cailar;80.57
30060;Caissargues;517.46
30061;La Calmette;212.88
30062;Calvisson;203.59
30064;Campestre-et-Luc;3.2
30065;Canaules-et-Argentières;46.32
30066;Cannes-et-Clairan;43.94
30067;La Capelle-et-Masmolène;16.85
30068;Cardet;108.56
30069;Carnas;32.54
30070;Carsan;64.05
30071;Cassagnoles;76.11
30072;Castelnau-Valence;45.28
30073;Castillon-du-Gard;96.2
30074;Causse-Bégon;3.13
30075;Caveirac;283.42
30076;Cavillargues;75.78
30077;Cendras;133.36
30079;Chambon;17.82
30080;Chamborigaud;49.05
30081;Chusclan;72.86
30082;Clarensac;290.48
30083;Codognan;520
30084;Codolet;119.54
30085;Collias;52.15
30086;Collorgues;68.39
30087;Colognac;18.54
30088;Combas;39.59
30089;Comps;204.19
30090;Concoules;15.91
30091;Congénies;192.94
30092;Connaux;176.62
30093;Conqueyrac;3.5
30094;Corbès;44.51
30095;Corconne;45.22
30096;Cornillon;60.91
30097;Courry;33.94
30098;Crespian;54.99
30099;Cros;14.23
30100;Cruviers-Lascours;127.04
30101;Deaux;109.41
30102;Dions;47.97
30103;Domazan;82.22
30104;Domessargues;101.5
30105;Dourbies;2.28
30106;Durfort-et-Saint-Martin-de-Sossenac;44.72
30107;Estézargues;51.86
30108;L'Estréchure;8.12
30109;Euzet;68.43
30110;Flaux;35.49
30111;Foissac;115.26
30112;Fons;171.66
30113;Fons-sur-Lussan;22.59
30114;Fontanès;47.44
30115;Fontarèches;18.78
30116;Fournès;60.99
30117;Fourques;73.12
30119;Fressac;26.66
30120;Gagnières;96.61
30121;Gailhan;45.21
30122;Gajan;64.62
30123;Gallargues-le-Montueux;333.52
30124;Le Garn;19.8
30125;Garons;402.28
30126;Garrigues-Sainte-Eulalie;73.1
30127;Gaujac;104.96
30128;Générac;167.81
30129;Générargues;67.77
30130;Génolhac;47.75
30131;Goudargues;36.54
30132;La Grand-Combe;416.15
30133;Le Grau-du-Roi;153.83
30134;Issirac;15.24
30135;Jonquières-Saint-Vincent;180.58
30136;Junas;145.68
30137;Lamelouze;15.52
30138;Langlade;246.89
30139;Lanuéjols;5.61
30140;Lasalle;109.5
30141;Laudun-l'Ardoise;185.17
30142;Laval-Pradel;64.08
30143;Laval-Saint-Roman;20.29
30144;Lecques;88.85
30145;Lédenon;83.33
30146;Lédignan;213.71
30147;Lézan;158.49
30148;Liouc;33.51
30149;Lirac;94.98
30150;Logrian-Florian;30.77
30151;Lussan;10.72
30152;Les Mages;161.07
30153;Malons-et-Elze;4.01
30154;Mandagout;26.39
30155;Manduel;262.4
30156;Marguerittes;342.27
30158;Martignargues;87.63
30159;Le Martinet;71.59
30160;Maruéjols-lès-Gardon;68.32
30161;Massanes;122.56
30162;Massillargues-Attuech;106.38
30163;Mauressargues;29.06
30164;Méjannes-le-Clap;18.72
30165;Méjannes-lès-Alès;181.61
30166;Meynes;150.24
30167;Meyrannes;121.97
30168;Mialet;20.12
30169;Milhaud;313.48
30170;Molières-Cavaillac;119.84
30171;Molières-sur-Cèze;139.95
30172;Monoblet;35.54
30173;Mons;108.22
30174;Montaren-et-Saint-Médiers;72.25
30175;Montclus;8.87
30176;Montdardier;5.53
30177;Monteils;93.98
30178;Montfaucon;358.73
30179;Montfrin;206.87
30180;Montignargues;129.6
30181;Montmirat;48.11
30182;Montpezat;114.11
30183;Moulézan;58.38
30184;Moussac;205.81
30185;Mus;550.38
30186;Nages-et-Solorgues;310.84
30187;Navacelles;27.68
30188;Ners;143.15
30189;Nîmes;917.89
30191;Orsan;171.88
30192;Orthoux-Sérignac-Quilhan;30.69
30193;Parignargues;63.03
30194;Peyremale;32.48
30195;Peyrolles;4.1
30196;Le Pin;76.17
30197;Les Plans;44.39
30198;Les Plantiers;8.4
30199;Pommiers;8.45
30200;Pompignan;23.17
30201;Ponteils-et-Brésis;13.27
30202;Pont-Saint-Esprit;560.79
30203;Portes;23.16
30204;Potelières;56.11
30205;Pougnadoresse;32.55
30206;Poulx;347.14
30207;Pouzilhac;45.7
30208;Puechredon;5.57
30209;Pujaut;166.85
30210;Quissac;141.47
30211;Redessan;263.13
30212;Remoulins;274.15
30213;Revens;1.44
30214;Ribaute-les-Tavernes;148.07
30215;Rivières;39.26
30216;Robiac-Rochessadoule;79.83
30217;Rochefort-du-Gard;224.18
30218;Rochegude;21.52
30219;Rogues;3.51
30220;Roquedur;23.96
30221;Roquemaure;211.48
30222;La Roque-sur-Cèze;21.39
30223;Rousson;130.52
30224;La Rouvière;76.84
30225;Sabran;45.68
30226;Saint-Alexandre;96.5
30227;Saint-Ambroix;285.43
30228;Sainte-Anastasie;39.46
30229;Saint-André-de-Majencoules;27.49
30230;Saint-André-de-Roquepertuis;48.36
30231;Saint-André-de-Valborgne;7.47
30232;Saint-André-d'Olérargues;44.62
30233;Saint-Bauzély;131.2
30234;Saint-Bénézet;45.08
30235;Saint-Bonnet-du-Gard;124.71
30236;Saint-Bonnet-de-Salendrinque;32.59
30237;Saint-Brès;57.26
30238;Saint-Bresson;7.38
30239;Sainte-Cécile-d'Andorge;31.12
30240;Saint-Césaire-de-Gauzignan;56.43
30241;Saint-Chaptes;146.52
30242;Saint-Christol-de-Rodières;20.07
30243;Saint-Christol-lez-Alès;348.4
30244;Saint-Clément;71.23
30245;Saint-Côme-et-Maruéjols;61.8
30246;Sainte-Croix-de-Caderle;14.29
30247;Saint-Denis;78.9
30248;Saint-Dézéry;76.87
30249;Saint-Dionisy;312.87
30250;Saint-Étienne-de-l'Olm;96.89
30251;Saint-Étienne-des-Sorts;55.63
30252;Saint-Félix-de-Pallières;12.03
30253;Saint-Florent-sur-Auzonnet;125.56
30254;Saint-Geniès-de-Comolas;241.77
30255;Saint-Geniès-de-Malgoirès;264.47
30256;Saint-Gervais;64.11
30257;Saint-Gervasy;288.46
30258;Saint-Gilles;90.62
30259;Saint-Hilaire-de-Brethmas;323.72
30260;Saint-Hilaire-d'Ozilhan;64.83
30261;Saint-Hippolyte-de-Caton;37.89
30262;Saint-Hippolyte-de-Montaigu;62.96
30263;Saint-Hippolyte-du-Fort;129.48
30264;Saint-Jean-de-Ceyrargues;25.56
30265;Saint-Jean-de-Crieulon;43.27
30266;Saint-Jean-de-Maruéjols-et-Avéjan;49.25
30267;Saint-Jean-de-Serres;63.44
30268;Saint-Jean-de-Valériscle;76.81
30269;Saint-Jean-du-Gard;58.53
30270;Saint-Jean-du-Pin;108.67
30271;Saint-Julien-de-Cassagnas;161.66
30272;Saint-Julien-de-la-Nef;16.19
30273;Saint-Julien-de-Peyrolas;114.99
30274;Saint-Julien-les-Rosiers;242.76
30275;Saint-Just-et-Vacquières;13.39
30276;Saint-Laurent-d'Aigouze;39.37
30277;Saint-Laurent-de-Carnols;49.26
30278;Saint-Laurent-des-Arbres;183.49
30279;Saint-Laurent-la-Vernède;55.76
30280;Saint-Laurent-le-Minier;27.15
30281;Saint-Mamert-du-Gard;115.12
30282;Saint-Marcel-de-Careiret;84.66
30283;Saint-Martial;10.66
30284;Saint-Martin-de-Valgalgues;343.02
30285;Saint-Maurice-de-Cazevieille;57.34
30286;Saint-Maximin;77.78
30287;Saint-Michel-d'Euzet;63.42
30288;Saint-Nazaire;188.92
30289;Saint-Nazaire-des-Gardies;7.62
30290;Saint-Paulet-de-Caisson;108.41
30291;Saint-Paul-la-Coste;15.36
30292;Saint-Pons-la-Calm;71.27
30293;Saint-Privat-de-Champclos;29.98
30294;Saint-Privat-des-Vieux;333.86
30295;Saint-Quentin-la-Poterie;127.35
30296;Saint-Roman-de-Codières;8.19
30297;Saint-Sauveur-Camprieu;7.06
30298;Saint-Sébastien-d'Aigrefeuille;31.8
30299;Saint-Siffret;97.25
30300;Saint-Théodorit;61.49
30301;Saint-Victor-des-Oules;64.99
30302;Saint-Victor-la-Coste;80.14
30303;Saint-Victor-de-Malcap;77.18
30304;Salazac;18.94
30305;Salindres;309.71
30306;Salinelles;62.67
30307;Les Salles-du-Gardon;123.28
30308;Sanilhac-Sagriès;35.02
30309;Sardan;54.01
30310;Saumane;23.15
30311;Sauve;60.3
30312;Sauveterre;157.45
30313;Sauzet;113.13
30314;Savignargues;84.84
30315;Saze;168.17
30316;Sénéchas;16.22
30317;Sernhac;197.65
30318;Servas;19.33
30319;Serviers-et-Labaume;50.57
30320;Seynes;11.1
30321;Sommières;487.45
